work_id,split
W-004374,TEST
W-000838,TEST
W-000476,TEST
W-004669,TEST
W-000970,TEST
W-002390,TEST
W-001475,TEST
W-004655,TEST
W-003095,TEST
W-002815,TEST
W-004037,TEST
W-003171,TEST
W-003189,TEST
W-000749,TEST
W-000092,TEST
W-001576,TEST
W-002972,TEST
W-003554,TEST
W-003929,TEST
W-001712,TEST
W-002617,TEST
W-002758,TEST
W-002670,TEST
W-004969,TEST
W-004915,TEST
W-004270,TEST
W-000358,TEST
W-000212,TEST
W-001495,TEST
W-003475,TEST
W-002715,TEST
W-001614,TEST
W-003869,TEST
W-003016,TEST
W-001430,TEST
W-001990,TEST
W-000669,TEST
W-003253,TEST
W-001654,TEST
W-002311,TEST
W-000995,TEST
W-001834,TEST
W-001413,TEST
W-003930,TEST
W-001514,TEST
W-001213,TEST
W-004597,TEST
W-000059,TEST
W-003874,TEST
W-003055,TEST
W-003850,TEST
W-001550,TEST
W-003052,TEST
W-003238,TEST
W-001311,TEST
W-000576,TEST
W-004497,TEST
W-000490,TEST
W-004876,TEST
W-004970,TEST
W-002649,TEST
W-003217,TEST
W-000377,TEST
W-000738,TEST
W-000499,TEST
W-001056,TEST
W-001355,TEST
W-000918,TEST
W-002716,TEST
W-000657,TEST
W-000098,TEST
W-004638,TEST
W-001630,TEST
W-000313,TEST
W-004159,TEST
W-004636,TEST
W-001014,TEST
W-004275,TEST
W-000075,TEST
W-000536,TEST
W-003713,TEST
W-000899,TEST
W-002350,TEST
W-000613,TEST
W-002809,TEST
W-003410,TEST
W-003794,TEST
W-004818,TEST
W-003532,TEST
W-001932,TEST
W-004112,TEST
W-000191,TEST
W-002459,TEST
W-003090,TEST
W-004738,TEST
W-002997,TEST
W-004532,TEST
W-004932,TEST
W-002776,TEST
W-004795,TEST
W-000019,TEST
W-003696,TEST
W-000116,TEST
W-000731,TEST
W-002059,TEST
W-000659,TEST
W-004432,TEST
W-002056,TEST
W-004219,TEST
W-001677,TEST
W-003639,TEST
W-000117,TEST
W-002475,TEST
W-000017,TEST
W-004010,TEST
W-001609,TEST
W-003595,TEST
W-004517,TEST
W-002570,TEST
W-001035,TEST
W-003390,TEST
W-003352,TEST
W-002171,TEST
W-002318,TEST
W-004779,TEST
W-000049,TEST
W-000452,TEST
W-004893,TEST
W-002750,TEST
W-000850,TEST
W-000638,TEST
W-004831,TEST
W-001391,TEST
W-000498,TEST
W-002239,TEST
W-000077,TEST
W-003717,TEST
W-002314,TEST
W-003118,TEST
W-003296,TEST
W-004213,TEST
W-000571,TEST
W-003817,TEST
W-002709,TEST
W-002749,TEST
W-004971,TEST
W-000675,TEST
W-003156,TEST
W-002097,TEST
W-003937,TEST
W-002395,TEST
W-003412,TEST
W-003234,TEST
W-003358,TEST
W-001291,TEST
W-002854,TEST
W-000733,TEST
W-001496,TEST
W-004169,TEST
W-001856,TEST
W-003529,TEST
W-001815,TEST
W-000551,TEST
W-001769,TEST
W-004899,TEST
W-002819,TEST
W-002791,TEST
W-004797,TEST
W-003437,TEST
W-001231,TEST
W-002032,TEST
W-002214,TEST
W-004870,TEST
W-004157,TEST
W-002132,TEST
W-000392,TEST
W-004194,TEST
W-002710,TEST
W-002770,TEST
W-001412,TEST
W-000753,TEST
W-001353,TEST
W-002555,TEST
W-003810,TEST
W-002073,TEST
W-000232,TEST
W-004711,TEST
W-004950,TEST
W-004116,TEST
W-004212,TEST
W-003919,TEST
W-000519,TEST
W-000651,TEST
W-003010,TEST
