payment_id,work_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,authorized_by_agency_id,source_type,synthetic_demo_data
PAY-V2-0009775,W-002916,2024-05-27,2024-06-04,2024-06-09,275000,3,INV-002916-03,688000,RELEASED,IA-S06-03-03,SYNTHETIC_V2,True
PAY-V2-0009776,W-002917,2023-11-08,2023-11-12,2023-11-17,1183000,1,INV-002917-01,1183000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009777,W-002917,2024-01-11,2024-01-13,2024-01-15,2141000,2,INV-002917-02,3324000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009778,W-002917,2024-03-15,2024-03-19,2024-03-24,1658000,3,INV-002917-03,4982000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009779,W-002917,2024-05-18,2024-05-19,2024-05-20,3208000,4,INV-002917-04,8190000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009780,W-002918,2023-12-25,2023-12-28,2023-12-29,903000,1,INV-002918-01,903000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009781,W-002918,2024-02-15,2024-02-21,2024-02-23,956000,2,INV-002918-02,1859000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009782,W-002918,2024-04-07,2024-04-10,2024-04-12,909000,3,INV-002918-03,2768000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009783,W-002918,2024-05-29,2024-06-01,2024-06-03,876000,4,INV-002918-04,3644000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009784,W-002918,2024-07-20,2024-07-27,2024-07-30,606000,5,INV-002918-05,4250000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009785,W-002919,2023-12-14,2023-12-20,2023-12-23,1699000,1,INV-002919-01,1699000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009786,W-002919,2024-02-11,2024-02-17,2024-02-19,1572000,2,INV-002919-02,3271000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009787,W-002919,2024-04-10,2024-04-16,2024-04-21,1897000,3,INV-002919-03,5168000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009788,W-002919,2024-06-08,2024-06-14,2024-06-18,884000,4,INV-002919-04,6052000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009789,W-002919,2024-08-06,2024-08-07,2024-08-12,888000,5,INV-002919-05,6940000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009790,W-002919,2024-10-04,2024-10-07,2024-10-12,2224000,6,INV-002919-06,9164000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009791,W-002922,2024-08-16,2024-08-22,2024-08-25,1865000,1,INV-002922-01,1865000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009792,W-002922,2025-04-23,2025-04-24,2025-04-27,1966000,2,INV-002922-02,3831000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009793,W-002922,2025-12-29,2025-12-30,2025-12-31,1248000,3,INV-002922-03,5079000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009794,W-002923,2024-09-03,2024-09-10,2024-09-13,1485000,1,INV-002923-01,1485000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009795,W-002923,2025-03-05,2025-03-11,2025-03-15,1072000,2,INV-002923-02,2557000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009796,W-002923,2025-09-04,2025-09-09,2025-09-13,1064000,3,INV-002923-03,3621000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009797,W-002923,2026-03-06,2026-03-10,2026-03-14,1937000,4,INV-002923-04,5558000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009798,W-002924,2024-12-12,2024-12-18,2024-12-23,439000,1,INV-002924-01,439000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009799,W-002924,2025-10-24,2025-11-01,2025-11-02,328000,2,INV-002924-02,767000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009800,W-002925,2024-08-25,2024-09-01,2024-09-05,2598000,1,INV-002925-01,2598000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009801,W-002925,2025-04-28,2025-05-03,2025-05-06,5108000,2,INV-002925-02,7706000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009802,W-002925,2025-12-30,2026-01-07,2026-01-11,2863000,3,INV-002925-03,10569000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009803,W-002926,2024-09-01,2024-09-03,2024-09-05,407000,1,INV-002926-01,407000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009804,W-002926,2025-03-03,2025-03-10,2025-03-14,331000,2,INV-002926-02,738000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009805,W-002926,2025-09-02,2025-09-03,2025-09-07,181000,3,INV-002926-03,919000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009806,W-002926,2026-03-04,2026-03-10,2026-03-15,264000,4,INV-002926-04,1183000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009807,W-002927,2024-12-29,2025-01-06,2025-01-07,2030000,1,INV-002927-01,2030000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009808,W-002927,2025-11-01,2025-11-02,2025-11-07,2159000,2,INV-002927-02,4189000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009809,W-002928,2024-09-27,2024-10-02,2024-10-06,2281000,1,INV-002928-01,2281000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009810,W-002928,2025-05-20,2025-05-27,2025-05-28,2339000,2,INV-002928-02,4620000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009811,W-002928,2026-01-10,2026-01-11,2026-01-13,3080000,3,INV-002928-03,7700000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009812,W-002929,2024-02-26,2024-03-01,2024-03-02,338000,1,INV-002929-01,338000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009813,W-002929,2024-03-31,2024-04-02,2024-04-07,519000,2,INV-002929-02,857000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009814,W-002929,2024-05-04,2024-05-08,2024-05-11,417000,3,INV-002929-03,1274000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009815,W-002929,2024-06-07,2024-06-11,2024-06-16,575000,4,INV-002929-04,1849000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009816,W-002929,2024-07-11,2024-07-13,2024-07-14,762000,5,INV-002929-05,2611000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009817,W-002929,2024-08-14,2024-08-18,2024-08-23,409000,6,INV-002929-06,3020000,RELEASED,IA-S01-01-01,SYNTHETIC_V2,True
PAY-V2-0009818,W-002930,2024-04-05,2024-04-09,2024-04-13,1100000,1,INV-002930-01,1100000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009819,W-002930,2024-06-07,2024-06-12,2024-06-16,986000,2,INV-002930-02,2086000,RELEASED,IA-S02-01-01,SYNTHETIC_V2,True
PAY-V2-0009820,W-002931,2024-09-07,2024-09-13,2024-09-18,826000,1,INV-002931-01,826000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009821,W-002931,2025-01-15,2025-01-19,2025-01-23,612000,2,INV-002931-02,1438000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009822,W-002931,2025-05-25,2025-05-31,2025-06-02,539000,3,INV-002931-03,1977000,RELEASED,IA-S03-01-01,SYNTHETIC_V2,True
PAY-V2-0009823,W-002932,2024-03-19,2024-03-23,2024-03-28,2627000,1,INV-002932-01,2627000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009824,W-002932,2024-04-11,2024-04-15,2024-04-18,1310000,2,INV-002932-02,3937000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009825,W-002932,2024-05-04,2024-05-09,2024-05-11,1361000,3,INV-002932-03,5298000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009826,W-002932,2024-05-27,2024-05-30,2024-05-31,1405000,4,INV-002932-04,6703000,RELEASED,IA-S04-01-01,SYNTHETIC_V2,True
PAY-V2-0009827,W-002933,2024-06-04,2024-06-10,2024-06-12,675000,1,INV-002933-01,675000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009828,W-002933,2024-08-29,2024-09-06,2024-09-09,745000,2,INV-002933-02,1420000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009829,W-002933,2024-11-23,2024-11-29,2024-12-03,445000,3,INV-002933-03,1865000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009830,W-002933,2025-02-17,2025-02-24,2025-02-25,827000,4,INV-002933-04,2692000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009831,W-002933,2025-05-14,2025-05-19,2025-05-23,472000,5,INV-002933-05,3164000,RELEASED,IA-S05-01-01,SYNTHETIC_V2,True
PAY-V2-0009832,W-002934,2024-08-24,2024-08-28,2024-08-29,626000,1,INV-002934-01,626000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009833,W-002934,2024-10-26,2024-10-30,2024-11-01,489000,2,INV-002934-02,1115000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009834,W-002934,2024-12-28,2025-01-05,2025-01-08,317000,3,INV-002934-03,1432000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009835,W-002934,2025-03-01,2025-03-08,2025-03-11,322000,4,INV-002934-04,1754000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009836,W-002934,2025-05-03,2025-05-11,2025-05-16,563000,5,INV-002934-05,2317000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009837,W-002934,2025-07-05,2025-07-10,2025-07-13,679000,6,INV-002934-06,2996000,RELEASED,IA-S06-01-01,SYNTHETIC_V2,True
PAY-V2-0009838,W-002935,2024-09-24,2024-10-01,2024-10-03,4172000,1,INV-002935-01,4172000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009839,W-002935,2025-02-27,2025-03-06,2025-03-09,2241000,2,INV-002935-02,6413000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009840,W-002936,2024-07-17,2024-07-22,2024-07-27,1920000,1,INV-002936-01,1920000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009841,W-002936,2024-10-05,2024-10-06,2024-10-07,1495000,2,INV-002936-02,3415000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009842,W-002936,2024-12-24,2024-12-28,2024-12-30,1874000,3,INV-002936-03,5289000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009843,W-002937,2024-06-25,2024-06-29,2024-07-04,883000,1,INV-002937-01,883000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009844,W-002937,2024-09-22,2024-09-26,2024-09-28,1211000,2,INV-002937-02,2094000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009845,W-002937,2024-12-20,2024-12-27,2024-12-31,1326000,3,INV-002937-03,3420000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009846,W-002937,2025-03-19,2025-03-22,2025-03-26,1264000,4,INV-002937-04,4684000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009847,W-002938,2024-07-24,2024-07-30,2024-07-31,714000,1,INV-002938-01,714000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009848,W-002938,2024-08-22,2024-08-26,2024-08-31,519000,2,INV-002938-02,1233000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009849,W-002938,2024-09-20,2024-09-22,2024-09-25,652000,3,INV-002938-03,1885000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009850,W-002938,2024-10-19,2024-10-26,2024-10-31,344000,4,INV-002938-04,2229000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009851,W-002938,2024-11-17,2024-11-22,2024-11-25,425000,5,INV-002938-05,2654000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009852,W-002939,2024-10-12,2024-10-20,2024-10-23,1153000,1,INV-002939-01,1153000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009853,W-002939,2024-12-04,2024-12-05,2024-12-09,1383000,2,INV-002939-02,2536000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009854,W-002939,2025-01-26,2025-01-30,2025-02-01,2457000,3,INV-002939-03,4993000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009855,W-002939,2025-03-20,2025-03-21,2025-03-22,1457000,4,INV-002939-04,6450000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009856,W-002939,2025-05-12,2025-05-15,2025-05-17,2051000,5,INV-002939-05,8501000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009857,W-002939,2025-07-04,2025-07-07,2025-07-08,1201000,6,INV-002939-06,9702000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009858,W-002942,2025-05-14,2025-05-17,2025-05-21,3468000,1,INV-002942-01,3468000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009859,W-002942,2026-01-08,2026-01-13,2026-01-15,2243000,2,INV-002942-02,5711000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009860,W-002943,2025-03-04,2025-03-07,2025-03-09,1187000,1,INV-002943-01,1187000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009861,W-002943,2025-09-03,2025-09-07,2025-09-11,830000,2,INV-002943-02,2017000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009862,W-002943,2026-03-05,2026-03-06,2026-03-08,814000,3,INV-002943-03,2831000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009863,W-002944,2025-01-20,2025-01-21,2025-01-23,1421000,1,INV-002944-01,1421000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009864,W-002944,2025-06-17,2025-06-23,2025-06-25,785000,2,INV-002944-02,2206000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009865,W-002944,2025-11-12,2025-11-18,2025-11-20,1381000,3,INV-002944-03,3587000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009866,W-002944,2026-04-09,2026-04-17,2026-04-18,544000,4,INV-002944-04,4131000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009867,W-002945,2025-06-10,2025-06-18,2025-06-21,2649000,1,INV-002945-01,2649000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009868,W-002945,2026-01-22,2026-01-30,2026-02-03,2750000,2,INV-002945-02,5399000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009869,W-002946,2025-02-19,2025-02-24,2025-02-26,815000,1,INV-002946-01,815000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009870,W-002946,2025-08-25,2025-08-28,2025-08-30,1439000,2,INV-002946-02,2254000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009871,W-002946,2026-02-28,2026-03-03,2026-03-07,1156000,3,INV-002946-03,3410000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009872,W-002947,2025-02-02,2025-02-09,2025-02-14,2223000,1,INV-002947-01,2223000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009873,W-002947,2025-06-27,2025-07-01,2025-07-05,1822000,2,INV-002947-02,4045000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009874,W-002947,2025-11-19,2025-11-21,2025-11-22,2051000,3,INV-002947-03,6096000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009875,W-002947,2026-04-13,2026-04-16,2026-04-21,2066000,4,INV-002947-04,8162000,RELEASED,IA-S01-02-01,SYNTHETIC_V2,True
PAY-V2-0009876,W-002948,2025-05-12,2025-05-20,2025-05-23,3697000,1,INV-002948-01,3697000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009877,W-002948,2026-01-07,2026-01-08,2026-01-12,2818000,2,INV-002948-02,6515000,RELEASED,IA-S02-02-01,SYNTHETIC_V2,True
PAY-V2-0009878,W-002949,2024-12-02,2024-12-06,2024-12-11,270000,1,INV-002949-01,270000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009879,W-002949,2025-02-16,2025-02-24,2025-02-27,154000,2,INV-002949-02,424000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009880,W-002949,2025-05-03,2025-05-06,2025-05-09,260000,3,INV-002949-03,684000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009881,W-002949,2025-07-18,2025-07-24,2025-07-26,215000,4,INV-002949-04,899000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009882,W-002949,2025-10-02,2025-10-05,2025-10-10,252000,5,INV-002949-05,1151000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009883,W-002949,2025-12-17,2025-12-19,2025-12-20,240000,6,INV-002949-06,1391000,RELEASED,IA-S03-02-01,SYNTHETIC_V2,True
PAY-V2-0009884,W-002950,2025-03-12,2025-03-14,2025-03-16,4268000,1,INV-002950-01,4268000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009885,W-002950,2025-09-08,2025-09-16,2025-09-21,1861000,2,INV-002950-02,6129000,RELEASED,IA-S04-02-01,SYNTHETIC_V2,True
PAY-V2-0009886,W-002951,2024-12-25,2024-12-30,2025-01-02,4846000,1,INV-002951-01,4846000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009887,W-002951,2025-02-27,2025-03-01,2025-03-02,4119000,2,INV-002951-02,8965000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009888,W-002951,2025-05-02,2025-05-05,2025-05-07,1767000,3,INV-002951-03,10732000,RELEASED,IA-S05-02-01,SYNTHETIC_V2,True
PAY-V2-0009889,W-002952,2025-03-23,2025-03-30,2025-04-02,1558000,1,INV-002952-01,1558000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009890,W-002952,2025-07-07,2025-07-11,2025-07-13,1705000,2,INV-002952-02,3263000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009891,W-002952,2025-10-21,2025-10-22,2025-10-27,1593000,3,INV-002952-03,4856000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009892,W-002952,2026-02-04,2026-02-08,2026-02-13,1339000,4,INV-002952-04,6195000,RELEASED,IA-S06-02-01,SYNTHETIC_V2,True
PAY-V2-0009893,W-002953,2024-12-17,2024-12-19,2024-12-24,1948000,1,INV-002953-01,1948000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009894,W-002953,2025-01-31,2025-02-07,2025-02-12,2380000,2,INV-002953-02,4328000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009895,W-002953,2025-03-17,2025-03-21,2025-03-22,2240000,3,INV-002953-03,6568000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009896,W-002953,2025-05-01,2025-05-05,2025-05-10,1068000,4,INV-002953-04,7636000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009897,W-002953,2025-06-15,2025-06-22,2025-06-23,1402000,5,INV-002953-05,9038000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009898,W-002954,2025-02-09,2025-02-15,2025-02-17,857000,1,INV-002954-01,857000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009899,W-002954,2025-04-09,2025-04-15,2025-04-17,1230000,2,INV-002954-02,2087000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009900,W-002954,2025-06-07,2025-06-13,2025-06-17,2045000,3,INV-002954-03,4132000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009901,W-002954,2025-08-05,2025-08-10,2025-08-15,1476000,4,INV-002954-04,5608000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009902,W-002954,2025-10-03,2025-10-11,2025-10-16,1935000,5,INV-002954-05,7543000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009903,W-002954,2025-12-01,2025-12-07,2025-12-09,1215000,6,INV-002954-06,8758000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009904,W-002955,2025-04-03,2025-04-09,2025-04-13,3979000,1,INV-002955-01,3979000,RELEASED,IA-S03-03-01,SYNTHETIC_V2,True
PAY-V2-0009905,W-002955,2025-06-25,2025-06-29,2025-06-30,2183000,2,INV-002955-02,6162000,RELEASED,IA-S03-03-01,SYNTHETIC_V2,True
PAY-V2-0009906,W-002956,2025-04-05,2025-04-09,2025-04-13,1304000,1,INV-002956-01,1304000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009907,W-002956,2025-08-06,2025-08-10,2025-08-14,2777000,2,INV-002956-02,4081000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009908,W-002956,2025-12-07,2025-12-14,2025-12-17,2099000,3,INV-002956-03,6180000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009909,W-002957,2025-03-16,2025-03-20,2025-03-24,1691000,1,INV-002957-01,1691000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009910,W-002957,2025-05-08,2025-05-14,2025-05-19,1771000,2,INV-002957-02,3462000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009911,W-002957,2025-06-30,2025-07-01,2025-07-06,700000,3,INV-002957-03,4162000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009912,W-002957,2025-08-22,2025-08-26,2025-08-29,1610000,4,INV-002957-04,5772000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009913,W-002958,2025-03-26,2025-04-03,2025-04-06,650000,1,INV-002958-01,650000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009914,W-002958,2025-05-28,2025-06-02,2025-06-05,588000,2,INV-002958-02,1238000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009915,W-002958,2025-07-30,2025-08-05,2025-08-08,651000,3,INV-002958-03,1889000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009916,W-002958,2025-10-01,2025-10-05,2025-10-07,858000,4,INV-002958-04,2747000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009917,W-002958,2025-12-03,2025-12-06,2025-12-08,716000,5,INV-002958-05,3463000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009918,W-002959,2025-05-17,2025-05-21,2025-05-26,95000,1,INV-002959-01,95000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009919,W-002959,2025-07-12,2025-07-18,2025-07-20,72000,2,INV-002959-02,167000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009920,W-002959,2025-09-06,2025-09-14,2025-09-16,83000,3,INV-002959-03,250000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009921,W-002959,2025-11-01,2025-11-08,2025-11-12,146000,4,INV-002959-04,396000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009922,W-002959,2025-12-27,2025-12-29,2026-01-01,160000,5,INV-002959-05,556000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009923,W-002959,2026-02-21,2026-02-28,2026-03-05,157000,6,INV-002959-06,713000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009924,W-002962,2025-05-21,2025-05-22,2025-05-27,774000,1,INV-002962-01,774000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009925,W-002962,2025-09-16,2025-09-20,2025-09-25,828000,2,INV-002962-02,1602000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009926,W-002962,2026-01-12,2026-01-18,2026-01-19,635000,3,INV-002962-03,2237000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009927,W-002962,2026-05-10,2026-05-11,2026-05-15,512000,4,INV-002962-04,2749000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0009928,W-002963,2025-09-20,2025-09-23,2025-09-24,2862000,1,INV-002963-01,2862000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009929,W-002963,2026-03-14,2026-03-17,2026-03-20,3315000,2,INV-002963-02,6177000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0009930,W-002964,2025-08-10,2025-08-12,2025-08-15,1259000,1,INV-002964-01,1259000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009931,W-002964,2025-12-18,2025-12-24,2025-12-25,1167000,2,INV-002964-02,2426000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009932,W-002964,2026-04-27,2026-05-05,2026-05-09,1268000,3,INV-002964-03,3694000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0009933,W-002965,2025-06-09,2025-06-10,2025-06-11,3181000,1,INV-002965-01,3181000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009934,W-002965,2025-09-30,2025-10-08,2025-10-13,2011000,2,INV-002965-02,5192000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009935,W-002965,2026-01-21,2026-01-22,2026-01-24,1564000,3,INV-002965-03,6756000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009936,W-002965,2026-05-14,2026-05-22,2026-05-24,1926000,4,INV-002965-04,8682000,RELEASED,IA-S01-03-01,SYNTHETIC_V2,True
PAY-V2-0009937,W-002966,2025-08-30,2025-09-04,2025-09-05,1243000,1,INV-002966-01,1243000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
PAY-V2-0009938,W-002966,2026-03-03,2026-03-06,2026-03-07,904000,2,INV-002966-02,2147000,RELEASED,IA-S02-03-01,SYNTHETIC_V2,True
