record_id,work_id,record_type,status,record_date,evidence_id,source,applicable_lifecycle,expected_date,verification_status,notes,synthetic_demo_data
REC-V2-00021264,W-002426,PAYMENT_RELEASE,RECORDED,2025-04-08,PAY-V2-0008125,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021265,W-002426,PAYMENT_RELEASE,RECORDED,2025-12-25,PAY-V2-0008126,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021266,W-002426,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00044287,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021267,W-002426,SANCTION_RECORD,RECORDED,2024-06-06,SAN-W-002426,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021268,W-002427,PAYMENT_RELEASE,RECORDED,2025-02-20,PAY-V2-0008127,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021269,W-002427,PAYMENT_RELEASE,RECORDED,2025-08-27,PAY-V2-0008128,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021270,W-002427,PAYMENT_RELEASE,RECORDED,2026-03-09,PAY-V2-0008129,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021271,W-002427,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00044313,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021272,W-002427,SANCTION_RECORD,RECORDED,2024-05-05,SAN-W-002427,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021273,W-002428,PAYMENT_RELEASE,RECORDED,2024-12-07,PAY-V2-0008130,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021274,W-002428,PAYMENT_RELEASE,RECORDED,2025-05-17,PAY-V2-0008131,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021275,W-002428,PAYMENT_RELEASE,RECORDED,2025-10-23,PAY-V2-0008132,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021276,W-002428,PAYMENT_RELEASE,RECORDED,2026-04-08,PAY-V2-0008133,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021277,W-002428,PROGRESS_REPORT,RECORDED,2026-09-05,PROG-V2-00044341,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021278,W-002428,SANCTION_RECORD,RECORDED,2024-05-21,SAN-W-002428,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021279,W-002429,PAYMENT_RELEASE,RECORDED,2024-10-14,PAY-V2-0008134,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021280,W-002429,PAYMENT_RELEASE,RECORDED,2024-11-25,PAY-V2-0008135,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021281,W-002429,PAYMENT_RELEASE,RECORDED,2025-01-06,PAY-V2-0008136,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021282,W-002429,PAYMENT_RELEASE,RECORDED,2025-02-23,PAY-V2-0008137,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021283,W-002429,PAYMENT_RELEASE,RECORDED,2025-04-04,PAY-V2-0008138,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021284,W-002429,PAYMENT_RELEASE,RECORDED,2025-05-19,PAY-V2-0008139,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021285,W-002429,PROGRESS_REPORT,RECORDED,2025-06-26,PROG-V2-00044352,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021286,W-002429,SANCTION_RECORD,RECORDED,2024-06-23,SAN-W-002429,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021287,W-002429,COMPLETION_CERTIFICATE,RECORDED,2025-07-23,COMP-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021288,W-002429,UTILIZATION_CERTIFICATE,RECORDED,2025-07-20,UTIL-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021289,W-002429,HANDOVER_RECORD,RECORDED,2025-08-08,HAND-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021290,W-002429,PUBLIC_USE_EVIDENCE,RECORDED,2025-08-14,PUBL-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021291,W-002429,COMPLETED_WORK_PHOTO,RECORDED,2025-07-19,COMP-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021292,W-002429,ASSET_REGISTER,RECORDED,2025-07-18,ASSE-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021293,W-002429,AUDIT_RECORD,RECORDED,2025-08-11,AUDI-W-002429,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021294,W-002430,PAYMENT_RELEASE,RECORDED,2025-01-06,PAY-V2-0008140,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021295,W-002430,PAYMENT_RELEASE,RECORDED,2025-04-06,PAY-V2-0008141,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021296,W-002430,PROGRESS_REPORT,RECORDED,2025-07-02,PROG-V2-00044362,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021297,W-002430,SANCTION_RECORD,RECORDED,2024-07-02,SAN-W-002430,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021298,W-002430,COMPLETION_CERTIFICATE,RECORDED,2025-07-11,COMP-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021299,W-002430,UTILIZATION_CERTIFICATE,RECORDED,2025-07-27,UTIL-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021300,W-002430,HANDOVER_RECORD,RECORDED,2025-08-08,HAND-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021301,W-002430,PUBLIC_USE_EVIDENCE,RECORDED,2025-08-16,PUBL-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021302,W-002430,COMPLETED_WORK_PHOTO,RECORDED,2025-08-20,COMP-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021303,W-002430,ASSET_REGISTER,RECORDED,2025-08-04,ASSE-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021304,W-002430,AUDIT_RECORD,RECORDED,2025-08-18,AUDI-W-002430,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-01,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021305,W-002431,PAYMENT_RELEASE,RECORDED,2024-11-23,PAY-V2-0008142,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021306,W-002431,PAYMENT_RELEASE,RECORDED,2025-01-31,PAY-V2-0008143,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021307,W-002431,PAYMENT_RELEASE,RECORDED,2025-04-12,PAY-V2-0008144,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021308,W-002431,PROGRESS_REPORT,RECORDED,2025-06-20,PROG-V2-00044372,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021309,W-002431,SANCTION_RECORD,RECORDED,2024-07-17,SAN-W-002431,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021310,W-002431,COMPLETION_CERTIFICATE,RECORDED,2025-07-13,COMP-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021311,W-002431,UTILIZATION_CERTIFICATE,RECORDED,2025-06-28,UTIL-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021312,W-002431,HANDOVER_RECORD,RECORDED,2025-07-29,HAND-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021313,W-002431,PUBLIC_USE_EVIDENCE,RECORDED,2025-07-10,PUBL-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021314,W-002431,COMPLETED_WORK_PHOTO,RECORDED,2025-07-29,COMP-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021315,W-002431,ASSET_REGISTER,RECORDED,2025-07-06,ASSE-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021316,W-002431,AUDIT_RECORD,RECORDED,2025-08-10,AUDI-W-002431,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-07-20,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021317,W-002432,PAYMENT_RELEASE,RECORDED,2025-01-17,PAY-V2-0008145,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021318,W-002432,PAYMENT_RELEASE,RECORDED,2025-04-11,PAY-V2-0008146,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021319,W-002432,PAYMENT_RELEASE,RECORDED,2025-07-13,PAY-V2-0008147,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021320,W-002432,PAYMENT_RELEASE,RECORDED,2025-10-04,PAY-V2-0008148,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021321,W-002432,PROGRESS_REPORT,RECORDED,2025-12-26,PROG-V2-00044387,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021322,W-002432,SANCTION_RECORD,RECORDED,2024-08-05,SAN-W-002432,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021323,W-002432,COMPLETION_CERTIFICATE,RECORDED,2026-01-14,COMP-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021324,W-002432,UTILIZATION_CERTIFICATE,RECORDED,2026-01-22,UTIL-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021325,W-002432,HANDOVER_RECORD,RECORDED,2026-01-22,HAND-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021326,W-002432,PUBLIC_USE_EVIDENCE,RECORDED,2026-01-19,PUBL-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021327,W-002432,COMPLETED_WORK_PHOTO,RECORDED,2026-01-30,COMP-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021328,W-002432,ASSET_REGISTER,RECORDED,2026-02-15,ASSE-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021329,W-002432,AUDIT_RECORD,RECORDED,2026-01-26,AUDI-W-002432,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-01-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021330,W-002433,PAYMENT_RELEASE,RECORDED,2024-11-22,PAY-V2-0008149,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021331,W-002433,PAYMENT_RELEASE,RECORDED,2025-01-25,PAY-V2-0008150,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021332,W-002433,PAYMENT_RELEASE,RECORDED,2025-03-31,PAY-V2-0008151,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021333,W-002433,PAYMENT_RELEASE,RECORDED,2025-06-05,PAY-V2-0008152,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021334,W-002433,PAYMENT_RELEASE,RECORDED,2025-08-06,PAY-V2-0008153,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021335,W-002433,PROGRESS_REPORT,RECORDED,2025-10-08,PROG-V2-00044401,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021336,W-002433,SANCTION_RECORD,RECORDED,2024-06-07,SAN-W-002433,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021337,W-002433,COMPLETION_CERTIFICATE,RECORDED,2025-11-11,COMP-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021338,W-002433,UTILIZATION_CERTIFICATE,RECORDED,2025-11-15,UTIL-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021339,W-002433,HANDOVER_RECORD,RECORDED,2025-10-20,HAND-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021340,W-002433,PUBLIC_USE_EVIDENCE,RECORDED,2025-10-21,PUBL-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021341,W-002433,COMPLETED_WORK_PHOTO,RECORDED,2025-11-22,COMP-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021342,W-002433,ASSET_REGISTER,RECORDED,2025-11-06,ASSE-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021343,W-002433,AUDIT_RECORD,RECORDED,2025-10-29,AUDI-W-002433,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-11-07,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021344,W-002434,PAYMENT_RELEASE,RECORDED,2024-11-22,PAY-V2-0008154,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021345,W-002434,PAYMENT_RELEASE,RECORDED,2024-12-30,PAY-V2-0008155,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021346,W-002434,PAYMENT_RELEASE,RECORDED,2025-02-14,PAY-V2-0008156,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021347,W-002434,PAYMENT_RELEASE,RECORDED,2025-03-31,PAY-V2-0008157,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021348,W-002434,PAYMENT_RELEASE,RECORDED,2025-05-06,PAY-V2-0008158,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021349,W-002434,PAYMENT_RELEASE,RECORDED,2025-06-20,PAY-V2-0008159,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021350,W-002434,PROGRESS_REPORT,RECORDED,2025-07-27,PROG-V2-00044411,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021351,W-002434,SANCTION_RECORD,RECORDED,2024-08-26,SAN-W-002434,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021352,W-002434,COMPLETION_CERTIFICATE,RECORDED,2025-08-20,COMP-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021353,W-002434,UTILIZATION_CERTIFICATE,RECORDED,2025-07-31,UTIL-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021354,W-002434,HANDOVER_RECORD,RECORDED,2025-08-18,HAND-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021355,W-002434,PUBLIC_USE_EVIDENCE,RECORDED,2025-09-02,PUBL-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021356,W-002434,COMPLETED_WORK_PHOTO,RECORDED,2025-09-10,COMP-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021357,W-002434,ASSET_REGISTER,RECORDED,2025-08-22,ASSE-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021358,W-002434,AUDIT_RECORD,RECORDED,2025-09-09,AUDI-W-002434,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-08-26,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021359,W-002435,PAYMENT_RELEASE,RECORDED,2025-01-11,PAY-V2-0008160,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021360,W-002435,PAYMENT_RELEASE,RECORDED,2025-03-22,PAY-V2-0008161,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021361,W-002435,PROGRESS_REPORT,RECORDED,2025-05-20,PROG-V2-00044418,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021362,W-002435,SANCTION_RECORD,RECORDED,2024-09-16,SAN-W-002435,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021363,W-002435,UTILIZATION_CERTIFICATE,RECORDED,2025-05-31,UTIL-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021364,W-002435,HANDOVER_RECORD,RECORDED,2025-05-29,HAND-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021365,W-002435,PUBLIC_USE_EVIDENCE,RECORDED,2025-05-31,PUBL-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021366,W-002435,COMPLETED_WORK_PHOTO,RECORDED,2025-06-15,COMP-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021367,W-002435,ASSET_REGISTER,RECORDED,2025-06-08,ASSE-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021368,W-002435,AUDIT_RECORD,RECORDED,2025-07-08,AUDI-W-002435,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2025-06-19,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021369,W-002436,PAYMENT_RELEASE,RECORDED,2025-04-26,PAY-V2-0008162,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021370,W-002436,PAYMENT_RELEASE,RECORDED,2025-09-12,PAY-V2-0008163,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021371,W-002436,PAYMENT_RELEASE,RECORDED,2026-02-01,PAY-V2-0008164,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021372,W-002436,PROGRESS_REPORT,RECORDED,2026-06-25,PROG-V2-00044438,SYNTHETIC_PROGRESS_HISTORY,EXECUTION|COMPLETION,,AGENCY_SUBMITTED,Latest synthetic progress record,True
REC-V2-00021373,W-002436,SANCTION_RECORD,RECORDED,2024-09-28,SAN-W-002436,SYNTHETIC_SANCTION_REGISTER,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic sanction record,True
REC-V2-00021374,W-002436,COMPLETION_CERTIFICATE,RECORDED,2026-07-31,COMP-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021375,W-002436,UTILIZATION_CERTIFICATE,RECORDED,2026-08-02,UTIL-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021376,W-002436,HANDOVER_RECORD,RECORDED,2026-06-28,HAND-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021377,W-002436,PUBLIC_USE_EVIDENCE,RECORDED,2026-08-04,PUBL-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021378,W-002436,COMPLETED_WORK_PHOTO,RECORDED,2026-08-10,COMP-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021379,W-002436,ASSET_REGISTER,RECORDED,2026-07-09,ASSE-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,DISTRICT_VERIFIED,Synthetic closure evidence; not an official record,True
REC-V2-00021380,W-002436,AUDIT_RECORD,RECORDED,2026-08-12,AUDI-W-002436,SYNTHETIC_CLOSURE_REGISTER,COMPLETION,2026-07-25,PENDING_VERIFICATION,Synthetic closure evidence; not an official record,True
REC-V2-00021381,W-002437,PAYMENT_RELEASE,RECORDED,2025-01-14,PAY-V2-0008165,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
REC-V2-00021382,W-002437,PAYMENT_RELEASE,RECORDED,2025-03-20,PAY-V2-0008166,SYNTHETIC_PFMS_LIKE_HISTORY,EXECUTION|COMPLETION,,SYSTEM_RECORDED,Synthetic payment history,True
