progress_id,work_id,report_date,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,reported_status,reported_by_agency_id,source_type,synthetic_demo_data
PROG-V2-00038041,W-002087,2026-01-15,62.3,75.9,80.0,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038042,W-002087,2026-02-15,62.0,56.1,82.5,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038043,W-002087,2026-03-15,67.7,47.2,85.0,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038044,W-002087,2026-04-15,67.9,69.1,87.5,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038045,W-002087,2026-05-15,73.1,73.9,90.0,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038046,W-002087,2026-06-15,75.2,81.4,92.5,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038047,W-002087,2026-07-15,77.3,75.9,95.0,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038048,W-002087,2026-08-15,76.6,81.9,97.5,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038049,W-002087,2026-09-05,78.8,76.0,100,ONGOING,IA-S05-02-03,SYNTHETIC_V2,True
PROG-V2-00038050,W-002088,2023-08-15,3.2,0,2.6,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038051,W-002088,2023-09-15,4.0,11.2,5.3,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038052,W-002088,2023-10-15,7.8,10.6,7.9,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038053,W-002088,2023-11-15,8.7,18.5,10.5,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038054,W-002088,2023-12-15,12.8,0,13.2,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038055,W-002088,2024-01-15,14.3,11.8,15.8,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038056,W-002088,2024-02-15,16.8,13.8,18.4,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038057,W-002088,2024-03-15,15.3,9.7,21.1,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038058,W-002088,2024-04-15,21.2,18.2,23.7,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038059,W-002088,2024-05-15,26.0,25.8,26.3,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038060,W-002088,2024-06-15,26.2,22.6,28.9,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038061,W-002088,2024-07-15,29.2,21.8,31.6,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038062,W-002088,2024-08-15,30.6,9.2,34.2,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038063,W-002088,2024-09-15,35.5,34.9,36.8,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038064,W-002088,2024-10-15,35.0,39.0,39.5,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038065,W-002088,2024-11-15,38.1,39.5,42.1,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038066,W-002088,2024-12-15,38.2,40.0,44.7,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038067,W-002088,2025-01-15,42.6,41.6,47.4,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038068,W-002088,2025-02-15,42.1,34.3,50.0,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038069,W-002088,2025-03-15,47.5,45.6,52.6,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038070,W-002088,2025-04-15,50.1,58.4,55.3,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038071,W-002088,2025-05-15,51.9,54.8,57.9,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038072,W-002088,2025-06-15,55.8,54.3,60.5,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038073,W-002088,2025-07-15,60.1,58.8,63.2,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038074,W-002088,2025-08-15,58.0,53.5,65.8,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038075,W-002088,2025-09-15,61.4,60.4,68.4,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038076,W-002088,2025-10-15,66.3,69.6,71.1,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038077,W-002088,2025-11-15,64.0,62.6,73.7,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038078,W-002088,2025-12-15,66.1,66.5,76.3,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038079,W-002088,2026-01-15,72.6,82.0,78.9,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038080,W-002088,2026-02-15,76.8,80.6,81.6,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038081,W-002088,2026-03-15,77.4,65.7,84.2,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038082,W-002088,2026-04-15,81.8,86.0,86.8,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038083,W-002088,2026-05-15,79.6,73.2,89.5,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038084,W-002088,2026-06-15,85.0,76.2,92.1,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038085,W-002088,2026-07-15,84.1,91.0,94.7,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038086,W-002088,2026-08-15,89.8,91.8,97.4,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038087,W-002088,2026-09-05,92.0,93.6,100,ONGOING,IA-S06-02-03,SYNTHETIC_V2,True
PROG-V2-00038088,W-002089,2023-09-15,13.3,9.7,14.3,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038089,W-002089,2023-10-15,28.3,29.2,28.6,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038090,W-002089,2023-11-15,42.8,46.9,42.9,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038091,W-002089,2023-12-15,57.4,59.0,57.1,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038092,W-002089,2024-01-15,68.5,72.8,71.4,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038093,W-002089,2024-02-15,85.3,97.3,85.7,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038094,W-002089,2024-03-15,100.0,94.7,100,COMPLETED,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038095,W-002090,2023-08-15,12.2,26.7,10.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038096,W-002090,2023-09-15,18.1,12.5,20.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038097,W-002090,2023-10-15,32.4,39.3,30.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038098,W-002090,2023-11-15,41.1,48.1,40.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038099,W-002090,2023-12-15,49.8,34.7,50.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038100,W-002090,2024-01-15,61.5,57.1,60.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038101,W-002090,2024-02-15,72.7,75.6,70.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038102,W-002090,2024-03-15,81.1,70.4,80.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038103,W-002090,2024-04-15,90.9,99.5,90.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038104,W-002090,2024-05-15,100.0,115.1,100,COMPLETED,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038105,W-002091,2023-09-15,7.5,15.6,7.7,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038106,W-002091,2023-10-15,13.9,5.1,15.4,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038107,W-002091,2023-11-15,22.6,23.8,23.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038108,W-002091,2023-12-15,30.9,24.9,30.8,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038109,W-002091,2024-01-15,38.2,33.1,38.5,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038110,W-002091,2024-02-15,46.3,57.5,46.2,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038111,W-002091,2024-03-15,52.5,51.6,53.8,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038112,W-002091,2024-04-15,58.4,71.8,61.5,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038113,W-002091,2024-05-15,73.2,75.5,69.2,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038114,W-002091,2024-06-15,75.4,67.7,76.9,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038115,W-002091,2024-07-15,81.6,91.8,84.6,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038116,W-002091,2024-08-15,97.4,94.6,92.3,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038117,W-002091,2024-09-15,100.0,100.1,100,COMPLETED,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038118,W-002092,2023-10-15,9.8,10.3,6.7,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038119,W-002092,2023-11-15,11.9,8.5,13.3,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038120,W-002092,2023-12-15,18.3,29.8,20.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038121,W-002092,2024-01-15,27.5,38.5,26.7,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038122,W-002092,2024-02-15,32.6,27.6,33.3,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038123,W-002092,2024-03-15,36.2,36.3,40.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038124,W-002092,2024-04-15,45.8,48.3,46.7,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038125,W-002092,2024-05-15,56.5,63.3,53.3,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038126,W-002092,2024-06-15,60.5,63.1,60.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038127,W-002092,2024-07-15,68.9,73.0,66.7,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038128,W-002092,2024-08-15,73.0,92.9,73.3,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038129,W-002092,2024-09-15,82.3,93.4,80.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038130,W-002092,2024-10-15,88.4,89.7,86.7,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038131,W-002092,2024-11-15,92.7,98.5,93.3,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038132,W-002092,2024-12-15,100.0,110.3,100,COMPLETED,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038133,W-002093,2023-11-15,17.9,25.3,14.3,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038134,W-002093,2023-12-15,28.5,30.2,28.6,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038135,W-002093,2024-01-15,39.6,29.6,42.9,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038136,W-002093,2024-02-15,54.6,59.2,57.1,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038137,W-002093,2024-03-15,68.8,87.7,71.4,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038138,W-002093,2024-04-15,82.8,68.8,85.7,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038139,W-002093,2024-05-03,100.0,105.4,100,COMPLETED,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038140,W-002094,2023-10-15,8.9,18.4,11.1,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038141,W-002094,2023-11-15,21.1,39.2,22.2,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038142,W-002094,2023-12-15,30.6,16.1,33.3,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038143,W-002094,2024-01-15,45.2,36.8,44.4,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038144,W-002094,2024-02-15,55.7,68.0,55.6,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038145,W-002094,2024-03-15,66.3,79.0,66.7,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038146,W-002094,2024-04-15,75.0,85.3,77.8,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038147,W-002094,2024-05-15,90.2,79.3,88.9,ONGOING,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038148,W-002094,2024-06-15,100.0,96.3,100,COMPLETED,IA-S06-03-03,SYNTHETIC_V2,True
PROG-V2-00038149,W-002095,2023-08-15,3.2,0,5.9,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038150,W-002095,2023-09-15,9.9,25.2,11.8,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038151,W-002095,2023-10-15,19.8,27.0,17.6,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038152,W-002095,2023-11-15,23.2,30.5,23.5,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038153,W-002095,2023-12-15,30.3,13.8,29.4,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038154,W-002095,2024-01-15,33.2,47.0,35.3,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038155,W-002095,2024-02-15,43.5,39.8,41.2,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038156,W-002095,2024-03-15,46.0,50.4,47.1,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038157,W-002095,2024-04-15,54.0,63.8,52.9,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038158,W-002095,2024-05-15,59.0,47.7,58.8,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038159,W-002095,2024-06-15,68.9,68.2,64.7,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038160,W-002095,2024-07-15,66.0,74.8,70.6,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038161,W-002095,2024-08-15,77.9,93.2,76.5,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038162,W-002095,2024-09-15,80.8,74.8,82.4,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038163,W-002095,2024-10-15,84.9,93.5,88.2,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038164,W-002095,2024-11-15,93.3,100.3,94.1,ONGOING,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038165,W-002095,2024-12-15,100.0,97.4,100,COMPLETED,IA-S01-03-03,SYNTHETIC_V2,True
PROG-V2-00038166,W-002096,2023-10-15,10.8,15.3,9.1,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038167,W-002096,2023-11-15,12.9,12.9,18.2,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038168,W-002096,2023-12-15,25.9,26.0,27.3,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038169,W-002096,2024-01-15,38.0,36.1,36.4,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038170,W-002096,2024-02-15,43.5,56.4,45.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038171,W-002096,2024-03-15,52.1,39.5,54.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038172,W-002096,2024-04-15,63.5,72.3,63.6,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038173,W-002096,2024-05-15,68.5,76.5,72.7,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038174,W-002096,2024-06-15,85.3,89.7,81.8,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038175,W-002096,2024-07-15,88.6,81.0,90.9,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038176,W-002096,2024-08-10,100.0,109.8,100,COMPLETED,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038177,W-002097,2023-11-15,2.9,5.5,7.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038178,W-002097,2023-12-15,13.2,24.4,14.3,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038179,W-002097,2024-01-15,21.7,23.3,21.4,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038180,W-002097,2024-02-15,29.8,25.2,28.6,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038181,W-002097,2024-03-15,34.3,30.8,35.7,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038182,W-002097,2024-04-15,42.5,30.6,42.9,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038183,W-002097,2024-05-15,47.5,50.8,50.0,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038184,W-002097,2024-06-15,58.4,61.2,57.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038185,W-002097,2024-07-15,62.8,66.3,64.3,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038186,W-002097,2024-08-15,70.2,75.4,71.4,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038187,W-002097,2024-09-15,78.2,79.0,78.6,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038188,W-002097,2024-10-15,87.6,91.5,85.7,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038189,W-002097,2024-11-15,91.6,102.1,92.9,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038190,W-002097,2024-12-15,100.0,95.6,100,COMPLETED,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038191,W-002098,2023-10-15,9.0,25.7,10.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038192,W-002098,2023-11-15,21.3,27.1,20.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038193,W-002098,2023-12-15,31.0,40.9,30.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038194,W-002098,2024-01-15,38.5,52.9,40.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038195,W-002098,2024-02-15,45.0,35.0,50.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038196,W-002098,2024-03-15,55.9,58.2,60.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038197,W-002098,2024-04-15,71.8,80.8,70.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038198,W-002098,2024-05-15,80.8,92.3,80.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038199,W-002098,2024-06-15,86.4,104.1,90.0,ONGOING,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038200,W-002098,2024-07-13,100.0,105.4,100,COMPLETED,IA-S04-03-03,SYNTHETIC_V2,True
PROG-V2-00038201,W-002099,2023-10-15,5.8,0,6.2,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038202,W-002099,2023-11-15,10.4,20.8,12.5,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038203,W-002099,2023-12-15,15.7,16.7,18.8,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038204,W-002099,2024-01-15,21.3,21.2,25.0,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038205,W-002099,2024-02-15,30.3,44.9,31.2,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038206,W-002099,2024-03-15,39.0,42.7,37.5,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038207,W-002099,2024-04-15,42.6,39.4,43.8,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038208,W-002099,2024-05-15,51.8,47.0,50.0,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038209,W-002099,2024-06-15,57.0,60.2,56.2,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038210,W-002099,2024-07-15,64.4,60.3,62.5,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038211,W-002099,2024-08-15,71.3,68.9,68.8,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038212,W-002099,2024-09-15,77.0,73.5,75.0,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038213,W-002099,2024-10-15,82.6,86.9,81.2,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038214,W-002099,2024-11-15,88.4,92.5,87.5,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038215,W-002099,2024-12-15,95.8,119.1,93.8,ONGOING,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038216,W-002099,2025-01-15,100.0,102.7,100,COMPLETED,IA-S05-03-03,SYNTHETIC_V2,True
PROG-V2-00038217,W-002102,2024-01-15,6.0,10.0,3.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038218,W-002102,2024-02-15,4.7,2.1,6.1,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038219,W-002102,2024-03-15,7.6,3.2,9.1,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038220,W-002102,2024-04-15,5.0,8.1,12.1,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038221,W-002102,2024-05-15,11.9,4.6,15.2,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038222,W-002102,2024-06-15,15.5,13.4,18.2,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038223,W-002102,2024-07-15,16.0,4.7,21.2,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038224,W-002102,2024-08-15,17.7,29.0,24.2,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038225,W-002102,2024-09-15,21.4,11.0,27.3,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038226,W-002102,2024-10-15,25.4,26.9,30.3,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038227,W-002102,2024-11-15,24.2,36.6,33.3,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038228,W-002102,2024-12-15,29.4,27.7,36.4,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038229,W-002102,2025-01-15,25.1,32.3,39.4,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038230,W-002102,2025-02-15,34.2,34.0,42.4,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038231,W-002102,2025-03-15,34.5,39.3,45.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038232,W-002102,2025-04-15,36.0,35.9,48.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038233,W-002102,2025-05-15,39.7,37.8,51.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038234,W-002102,2025-06-15,40.0,41.9,54.5,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038235,W-002102,2025-07-15,43.2,37.7,57.6,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038236,W-002102,2025-08-15,46.2,36.2,60.6,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038237,W-002102,2025-09-15,48.8,32.6,63.6,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038238,W-002102,2025-10-15,55.9,77.2,66.7,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038239,W-002102,2025-11-15,55.2,65.3,69.7,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038240,W-002102,2025-12-15,58.0,64.3,72.7,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038241,W-002102,2026-01-15,60.7,64.6,75.8,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038242,W-002102,2026-02-15,60.8,54.6,78.8,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038243,W-002102,2026-03-15,65.4,65.5,81.8,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038244,W-002102,2026-04-15,64.7,75.8,84.8,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038245,W-002102,2026-05-15,69.0,66.6,87.9,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038246,W-002102,2026-06-15,71.1,85.7,90.9,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038247,W-002102,2026-07-15,75.5,77.8,93.9,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038248,W-002102,2026-08-15,73.3,72.6,97.0,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038249,W-002102,2026-09-05,76.9,69.4,100,ONGOING,IA-S02-03-03,SYNTHETIC_V2,True
PROG-V2-00038250,W-002103,2024-01-15,2.5,0.1,3.0,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038251,W-002103,2024-02-15,0.4,0.7,6.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038252,W-002103,2024-03-15,7.9,3.0,9.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038253,W-002103,2024-04-15,7.0,12.0,12.1,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
PROG-V2-00038254,W-002103,2024-05-15,15.3,5.5,15.2,ONGOING,IA-S03-03-03,SYNTHETIC_V2,True
