alert_type,group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag,evidence_summary
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Sanitation,released_payment_amount_inr,2026-03,4277000.0,7,6,43,2661000.0,297000.0,2505500.0,2978500.0,473000.0,2144500.0,4275500.0,3.670006734006734,MAD,3121105.016356781,True,released_payment_amount_inr for state_name=Telangana|sector=Sanitation in 2026-03 has signed robust z 3.670 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,progress_report_count,2026-04,44.0,44,6,146,21.0,2.0,20.0,29.5,9.5,19.0,33.0,7.75675,MAD,30.67223850899088,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 2 in 2026-04 has signed robust z 7.757 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,sanctioned_amount_inr,2026-04,4851000.0,2,6,25,8396000.0,128500.0,8240500.0,8435250.0,194750.0,8012500.0,10452500.0,-18.607801556420235,MAD,7048181.734811342,True,sanctioned_amount_inr for state_name=Karnataka|district=Karnataka Demo District 2 in 2026-04 has signed robust z -18.608 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,released_payment_count,2026-04,23.0,23,6,84,13.5,1.5,12.25,14.75,2.5,11.0,17.5,4.271833333333333,MAD,16.41773964651112,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2026-04 has signed robust z 4.272 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 2,progress_report_count,2026-04,31.0,31,6,133,21.5,1.0,20.25,22.0,1.75,17.5,27.5,6.40775,MAD,25.64118423949253,True,progress_report_count for state_name=Maharashtra|district=Maharashtra Demo District 2 in 2026-04 has signed robust z 6.408 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,sanctioned_amount_inr,2026-04,0.0,0,6,20,5993000.0,1135500.0,4416750.0,6158500.0,1741750.0,3118000.0,8991500.0,-3.5599106120651696,MAD,4507750.131615336,True,sanctioned_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 3 in 2026-04 has signed robust z -3.560 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,released_payment_amount_inr,2026-04,3611000.0,12,6,69,5473500.0,307500.0,4959000.0,5559750.0,600750.0,4421000.0,5781000.0,-4.085386178861788,MAD,4826614.299791655,True,released_payment_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 4 in 2026-04 has signed robust z -4.085 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 2,progress_report_count,2026-04,36.0,36,6,134,23.0,1.5,20.75,23.75,3.0,19.5,24.5,5.845666666666666,MAD,25.941063626940775,True,progress_report_count for state_name=Odisha|district=Odisha Demo District 2 in 2026-04 has signed robust z 5.846 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,released_payment_count,2026-04,20.0,20,6,58,9.0,2.0,7.25,10.75,3.5,7.0,13.0,3.70975,MAD,12.448360014178757,True,released_payment_count for state_name=Odisha|district=Odisha Demo District 4 in 2026-04 has signed robust z 3.710 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,2026-04,38.0,38,6,124,19.0,1.0,18.25,23.5,5.25,18.0,25.0,12.8155,MAD,25.54766852335413,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2026-04 has signed robust z 12.816 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,released_payment_count,2026-04,13.0,13,6,62,9.5,0.5,9.0,10.0,1.0,9.0,12.5,4.7215,MAD,11.619755867282219,True,released_payment_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,2026-04,34.0,34,6,144,24.5,1.5,22.25,26.0,3.75,21.5,26.0,4.271833333333333,MAD,26.801491098304137,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 4 in 2026-04 has signed robust z 4.272 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,released_payment_count,2026-04,20.0,20,6,56,9.5,1.0,8.25,10.0,1.75,8.0,10.5,7.08225,MAD,12.388436505222213,True,released_payment_count for state_name=Rajasthan|district=Rajasthan Demo District 4 in 2026-04 has signed robust z 7.082 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 2,recommended_amount_inr,2026-04,11472000.0,5,6,21,6536500.0,864000.0,5734000.0,8706250.0,2972250.0,5672500.0,11142000.0,3.8530031828703706,MAD,9266103.555467805,True,recommended_amount_inr for state_name=Telangana|district=Telangana Demo District 2 in 2026-04 has signed robust z 3.853 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Telangana|district=Telangana Demo District 3,progress_report_count,2026-04,48.0,48,6,161,29.5,1.0,24.5,30.0,5.5,20.5,30.5,12.47825,MAD,33.447892031073366,True,progress_report_count for state_name=Telangana|district=Telangana Demo District 3 in 2026-04 has signed robust z 12.478 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation,progress_report_count,2026-04,10.0,10,6,21,3.5,1.0,2.25,4.0,1.75,1.5,5.5,4.38425,MAD,5.518041543472865,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation in 2026-04 has signed robust z 4.384 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Drinking Water,progress_report_count,2026-04,7.0,7,6,24,4.0,0.5,3.25,4.0,0.75,3.0,5.0,4.047,MAD,5.035692324932391,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 3|sector=Drinking Water in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Sanitation,progress_report_count,2026-04,6.0,6,6,21,3.0,0.5,3.0,3.75,0.75,2.5,5.0,4.047,MAD,4.391038325538175,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 3|sector=Sanitation in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Sports,progress_report_count,2026-04,8.0,8,6,32,5.0,0.5,5.0,5.75,0.75,4.5,6.5,4.047,MAD,6.1763950481424,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 3|sector=Sports in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Renewable Energy,progress_report_count,2026-04,7.0,7,6,21,2.5,0.5,2.0,4.5,2.5,2.0,6.0,6.0705,MAD,4.6440090020655775,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 4|sector=Renewable Energy in 2026-04 has signed robust z 6.071 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Sports,progress_report_count,2026-04,7.0,7,6,21,3.5,0.5,3.0,4.0,1.0,2.5,4.5,4.7215,MAD,4.500438040794778,True,progress_report_count for state_name=Karnataka|district=Karnataka Demo District 4|sector=Sports in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 3|sector=Health,progress_report_count,2026-04,10.0,10,6,25,4.0,1.0,3.25,4.75,1.5,3.0,5.5,4.047,MAD,5.726069256158941,True,progress_report_count for state_name=Odisha|district=Odisha Demo District 3|sector=Health in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Education,released_payment_count,2026-04,37.0,37,6,175,28.0,1.0,27.25,30.25,3.0,27.0,32.5,6.0705,MAD,32.18714185356932,True,released_payment_count for sector=Education in 2026-04 has signed robust z 6.071 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Education,sanction_work_count,2026-04,7.0,7,6,56,10.0,0.5,9.25,10.0,0.75,6.5,11.5,-4.047,MAD,8.720356724557039,True,sanction_work_count for sector=Education in 2026-04 has signed robust z -4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Health,progress_report_count,2026-04,128.0,128,6,491,77.0,4.0,74.0,86.75,12.75,73.0,95.5,8.599874999999999,MAD,95.81653062338557,True,progress_report_count for sector=Health in 2026-04 has signed robust z 8.600 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Health,released_payment_count,2026-04,47.0,47,6,236,36.0,2.0,33.5,37.0,3.5,31.5,50.5,3.70975,MAD,44.512446179428146,True,released_payment_count for sector=Health in 2026-04 has signed robust z 3.710 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Roads & Bridges,progress_report_count,2026-04,108.0,108,6,407,68.0,7.0,61.5,74.5,13.0,58.0,77.5,3.8542857142857145,MAD,79.93203070975208,True,progress_report_count for sector=Roads & Bridges in 2026-04 has signed robust z 3.854 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Sanitation,released_payment_count,2026-04,64.0,64,6,219,38.0,4.5,32.0,41.75,9.75,29.0,42.5,3.8971111111111107,MAD,44.43654564239874,True,released_payment_count for sector=Sanitation in 2026-04 has signed robust z 3.897 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,SECTOR,sector=Sports,progress_report_count,2026-04,108.0,108,6,450,69.0,4.5,65.0,79.0,14.0,64.5,91.5,5.845666666666666,MAD,86.25027825944764,True,progress_report_count for sector=Sports in 2026-04 has signed robust z 5.846 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Karnataka,progress_report_count,2026-04,154.0,154,6,653,106.5,8.0,100.5,113.25,12.75,94.0,126.0,4.00484375,MAD,124.01431213504924,True,progress_report_count for state_name=Karnataka in 2026-04 has signed robust z 4.005 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Maharashtra,progress_report_count,2026-04,161.0,161,6,568,97.5,9.5,83.0,105.25,22.25,79.5,107.0,4.508500000000001,MAD,114.89683533122671,True,progress_report_count for state_name=Maharashtra in 2026-04 has signed robust z 4.509 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Maharashtra,released_payment_count,2026-04,64.0,64,6,270,46.5,2.5,41.5,47.75,6.25,39.5,49.0,4.7215,MAD,50.22188166516919,True,released_payment_count for state_name=Maharashtra in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Odisha,progress_report_count,2026-04,147.0,147,6,602,97.0,6.0,95.25,104.75,9.5,87.5,116.5,5.620833333333334,MAD,115.29635968674197,True,progress_report_count for state_name=Odisha in 2026-04 has signed robust z 5.621 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Odisha,released_payment_count,2026-04,59.0,59,6,276,48.5,1.5,45.0,49.75,4.75,39.5,50.0,4.7215,MAD,50.360752766934695,True,released_payment_count for state_name=Odisha in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Odisha,sanction_work_count,2026-04,17.0,17,6,64,10.5,1.0,9.25,11.0,1.75,7.5,14.0,4.38425,MAD,13.339412804085265,True,sanction_work_count for state_name=Odisha in 2026-04 has signed robust z 4.384 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Rajasthan,progress_report_count,2026-04,139.0,139,6,568,91.0,4.5,88.25,96.0,7.75,85.5,107.5,7.1946666666666665,MAD,108.79668113400905,True,progress_report_count for state_name=Rajasthan in 2026-04 has signed robust z 7.195 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Rajasthan,released_payment_amount_inr,2026-04,34357000.0,62,6,245,22875000.0,1933000.0,22075750.0,25148750.0,3073000.0,19529000.0,26132000.0,4.006523021210554,MAD,26492528.32406102,True,released_payment_amount_inr for state_name=Rajasthan in 2026-04 has signed robust z 4.007 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Rajasthan,released_payment_count,2026-04,62.0,62,6,245,40.0,2.0,38.25,41.75,3.5,37.5,45.0,7.4195,MAD,48.06031928494281,True,released_payment_count for state_name=Rajasthan in 2026-04 has signed robust z 7.420 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE,state_name=Telangana,released_payment_amount_inr,2026-04,37788000.0,65,6,296,28015500.0,1340500.0,27182750.0,29400250.0,2217500.0,24552000.0,31688000.0,4.91723330846699,MAD,31026459.827551275,True,released_payment_amount_inr for state_name=Telangana in 2026-04 has signed robust z 4.917 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Community Infrastructure,progress_report_count,2026-04,16.0,16,6,60,10.5,1.0,9.25,11.0,1.75,8.0,11.5,3.70975,MAD,11.986884921243789,True,progress_report_count for state_name=Andhra Pradesh|sector=Community Infrastructure in 2026-04 has signed robust z 3.710 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Health,progress_report_count,2026-04,24.0,24,6,79,13.5,1.5,11.5,14.0,2.5,9.5,16.5,4.7215,MAD,16.642815438736214,True,progress_report_count for state_name=Andhra Pradesh|sector=Health in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Andhra Pradesh|sector=Roads & Bridges,progress_report_count,2026-04,22.0,22,6,66,12.0,1.5,9.75,12.75,3.0,7.5,13.5,4.496666666666667,MAD,14.60650177866779,True,progress_report_count for state_name=Andhra Pradesh|sector=Roads & Bridges in 2026-04 has signed robust z 4.497 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Roads & Bridges,progress_report_count,2026-04,15.0,15,6,65,10.0,0.0,10.0,11.5,1.5,10.0,12.5,4.496666666666666,IQR_FALLBACK,11.877245853973669,True,progress_report_count for state_name=Karnataka|sector=Roads & Bridges in 2026-04 has signed robust z 4.497 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Sanitation,released_payment_amount_inr,2026-04,7360000.0,18,6,45,2530000.0,463000.0,2153750.0,2949750.0,796000.0,1889000.0,3178500.0,7.036360691144709,MAD,3994418.231990846,True,released_payment_amount_inr for state_name=Karnataka|sector=Sanitation in 2026-04 has signed robust z 7.036 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Sanitation,released_payment_count,2026-04,18.0,18,6,45,7.5,0.5,7.0,8.0,1.0,6.5,8.5,14.1645,MAD,10.61146985934294,True,released_payment_count for state_name=Karnataka|sector=Sanitation in 2026-04 has signed robust z 14.165 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Karnataka|sector=Sports,progress_report_count,2026-04,24.0,24,6,96,15.0,1.0,14.25,17.25,3.0,14.0,19.0,6.0705,MAD,18.451780456883288,True,progress_report_count for state_name=Karnataka|sector=Sports in 2026-04 has signed robust z 6.071 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Maharashtra|sector=Drinking Water,progress_report_count,2026-04,31.0,31,6,79,11.5,2.5,10.0,15.25,5.25,9.0,19.0,5.2611,MAD,17.93602767879027,True,progress_report_count for state_name=Maharashtra|sector=Drinking Water in 2026-04 has signed robust z 5.261 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Maharashtra|sector=Health,progress_report_count,2026-04,25.0,25,6,87,14.0,1.5,13.25,15.5,2.25,11.5,18.0,4.9463333333333335,MAD,17.629217830689697,True,progress_report_count for state_name=Maharashtra|sector=Health in 2026-04 has signed robust z 4.946 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Maharashtra|sector=Roads & Bridges,progress_report_count,2026-04,18.0,18,6,63,10.5,1.0,10.0,11.75,1.75,8.5,12.5,5.05875,MAD,12.601033366832082,True,progress_report_count for state_name=Maharashtra|sector=Roads & Bridges in 2026-04 has signed robust z 5.059 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Odisha|sector=Roads & Bridges,progress_report_count,2026-04,19.0,19,6,69,10.0,1.5,9.25,13.0,3.75,8.5,16.0,4.047,MAD,13.64799580183087,True,progress_report_count for state_name=Odisha|sector=Roads & Bridges in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Odisha|sector=Sanitation,progress_report_count,2026-04,23.0,23,6,82,12.5,1.0,12.0,15.25,3.25,11.5,17.0,7.08225,MAD,16.754162285964934,True,progress_report_count for state_name=Odisha|sector=Sanitation in 2026-04 has signed robust z 7.082 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Community Infrastructure,released_payment_count,2026-04,14.0,14,6,34,4.5,1.5,3.25,7.25,4.0,3.0,9.5,4.271833333333333,MAD,8.081913199615002,True,released_payment_count for state_name=Rajasthan|sector=Community Infrastructure in 2026-04 has signed robust z 4.272 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Education,released_payment_count,2026-04,10.0,10,6,25,4.0,1.0,3.0,5.0,2.0,2.5,6.0,4.047,MAD,6.057074749652191,True,released_payment_count for state_name=Rajasthan|sector=Education in 2026-04 has signed robust z 4.047 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Roads & Bridges,released_payment_amount_inr,2026-04,7957000.0,7,6,30,4179000.0,437500.0,3767500.0,4439750.0,672250.0,1820500.0,5766500.0,5.824596571428572,MAD,5633135.872935559,True,released_payment_amount_inr for state_name=Rajasthan|sector=Roads & Bridges in 2026-04 has signed robust z 5.825 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Rajasthan|sector=Sports,released_payment_amount_inr,2026-04,2858000.0,7,6,25,1717000.0,186000.0,1713500.0,1993500.0,280000.0,1149000.0,2573000.0,4.1376586021505375,MAD,2201074.2631373145,True,released_payment_amount_inr for state_name=Rajasthan|sector=Sports in 2026-04 has signed robust z 4.138 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Drinking Water,progress_report_count,2026-04,27.0,27,6,108,18.5,1.5,16.5,19.0,2.5,14.5,21.0,3.8221666666666665,MAD,21.084464250662357,True,progress_report_count for state_name=Telangana|sector=Drinking Water in 2026-04 has signed robust z 3.822 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Education,progress_report_count,2026-04,17.0,17,6,76,13.0,0.5,12.25,13.0,0.75,9.5,15.5,5.396,MAD,13.895324603084111,True,progress_report_count for state_name=Telangana|sector=Education in 2026-04 has signed robust z 5.396 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Renewable Energy,progress_report_count,2026-04,24.0,24,6,75,13.5,2.0,11.5,14.75,3.25,7.5,16.5,3.541125,MAD,16.823489202717894,True,progress_report_count for state_name=Telangana|sector=Renewable Energy in 2026-04 has signed robust z 3.541 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Roads & Bridges,released_payment_amount_inr,2026-04,8197000.0,11,6,24,3143000.0,647000.0,2760250.0,4292250.0,1532000.0,2496000.0,5382500.0,5.268814528593508,MAD,4771064.802680997,True,released_payment_amount_inr for state_name=Telangana|sector=Roads & Bridges in 2026-04 has signed robust z 5.269 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Roads & Bridges,released_payment_count,2026-04,11.0,11,6,24,4.0,1.0,3.25,4.75,1.5,3.0,5.0,4.7215,MAD,6.048546639614489,True,released_payment_count for state_name=Telangana|sector=Roads & Bridges in 2026-04 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,STATE_SECTOR,state_name=Telangana|sector=Sanitation,released_payment_count,2026-04,12.0,12,6,45,7.0,0.5,7.0,7.75,0.75,5.0,10.5,6.745,MAD,8.076172080716955,True,released_payment_count for state_name=Telangana|sector=Sanitation in 2026-04 has signed robust z 6.745 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4,progress_report_count,2026-05,36.0,36,6,147,23.0,2.5,21.0,27.25,6.25,20.5,30.0,3.5073999999999996,MAD,28.585490515060116,True,progress_report_count for state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4 in 2026-05 has signed robust z 3.507 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,sanctioned_amount_inr,2026-05,3983000.0,2,6,22,8291000.0,132500.0,7923750.0,8398000.0,474250.0,6343000.0,8423500.0,-21.930158490566036,MAD,6128627.214367939,True,sanctioned_amount_inr for state_name=Karnataka|district=Karnataka Demo District 2 in 2026-05 has signed robust z -21.930 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,released_payment_amount_inr,2026-05,13683000.0,25,6,87,5914000.0,1153000.0,5390500.0,8133250.0,2742750.0,4761000.0,9197000.0,4.54483130962706,MAD,9028795.9174174,True,released_payment_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2026-05 has signed robust z 4.545 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 1,released_payment_count,2026-05,25.0,25,6,87,13.5,1.5,12.25,14.75,2.5,11.0,19.0,5.171166666666667,MAD,18.992417752557785,True,released_payment_count for state_name=Maharashtra|district=Maharashtra Demo District 1 in 2026-05 has signed robust z 5.171 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,progress_report_count,2026-05,46.0,46,6,133,21.0,4.0,17.25,24.75,7.5,16.0,29.5,4.215625,MAD,29.729104445048435,True,progress_report_count for state_name=Maharashtra|district=Maharashtra Demo District 4 in 2026-05 has signed robust z 4.216 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,released_payment_amount_inr,2026-05,8772000.0,18,6,71,5473500.0,307500.0,4959000.0,5559750.0,600750.0,4210000.0,5781000.0,7.235246341463415,MAD,6010230.009854158,True,released_payment_amount_inr for state_name=Maharashtra|district=Maharashtra Demo District 4 in 2026-05 has signed robust z 7.235 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 1,released_payment_count,2026-05,24.0,24,6,90,15.5,1.0,14.25,16.0,1.75,12.5,17.0,5.73325,MAD,17.530069907969818,True,released_payment_count for state_name=Odisha|district=Odisha Demo District 1 in 2026-05 has signed robust z 5.733 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 2,progress_report_count,2026-05,35.0,35,6,151,23.5,1.0,23.0,24.75,1.75,21.5,30.5,7.75675,MAD,28.658744538858542,True,progress_report_count for state_name=Odisha|district=Odisha Demo District 2 in 2026-05 has signed robust z 7.757 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Odisha|district=Odisha Demo District 3,released_payment_amount_inr,2026-05,1853000.0,9,6,59,5072000.0,500000.0,4892250.0,5676250.0,784000.0,3279000.0,6855500.0,-4.342431,MAD,4416535.3524106,True,released_payment_amount_inr for state_name=Odisha|district=Odisha Demo District 3 in 2026-05 has signed robust z -4.342 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,released_payment_amount_inr,2026-05,10808000.0,15,6,65,5430000.0,714500.0,5089750.0,7701500.0,2611750.0,4715500.0,8844000.0,5.076922323303009,MAD,7949898.63223479,True,released_payment_amount_inr for state_name=Rajasthan|district=Rajasthan Demo District 2 in 2026-05 has signed robust z 5.077 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,released_payment_count,2026-05,15.0,15,6,65,11.5,0.5,11.0,12.0,1.0,9.0,12.0,4.7215,MAD,12.099420064279718,True,released_payment_count for state_name=Rajasthan|district=Rajasthan Demo District 2 in 2026-05 has signed robust z 4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,recommendation_work_count,2026-05,1.0,1,6,30,4.5,0.5,4.0,5.75,1.75,4.0,6.5,-4.7215,MAD,3.303634278112695,True,recommendation_work_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2026-05 has signed robust z -4.721 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,released_payment_amount_inr,2026-05,9570000.0,24,6,65,3782000.0,663500.0,3217750.0,4836750.0,1619000.0,3118500.0,6983500.0,5.8839577995478525,MAD,6476596.856158187,True,released_payment_amount_inr for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2026-05 has signed robust z 5.884 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,released_payment_count,2026-05,24.0,24,6,65,9.5,0.5,9.0,12.25,3.25,9.0,14.0,19.5605,MAD,15.333829107097552,True,released_payment_count for state_name=Rajasthan|district=Rajasthan Demo District 3 in 2026-05 has signed robust z 19.561 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,2026-05,39.0,39,6,157,26.0,1.5,23.75,26.0,2.25,22.5,30.0,5.845666666666666,MAD,30.461043768812893,True,progress_report_count for state_name=Rajasthan|district=Rajasthan Demo District 4 in 2026-05 has signed robust z 5.846 against 6 causal prior months.
OPERATIONAL_TREND_DEVIATION,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,released_payment_count,2026-05,18.0,18,6,66,9.5,1.5,8.25,10.75,2.5,8.0,15.5,3.8221666666666665,MAD,14.071905553655547,True,released_payment_count for state_name=Rajasthan|district=Rajasthan Demo District 4 in 2026-05 has signed robust z 3.822 against 6 causal prior months.
