work_id,mp_id,state_name,constituency,district,sector,sub_sector,implementing_agency_id,sanction_status,source_current_status,feature_snapshot_date,lifecycle_stage,is_rejected,recommendation_date,sanction_date_as_of,expected_start_date,expected_completion_date,actual_start_date_as_of,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,unique_vendor_count_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,vendor_hhi_as_of,first_payment_release_date_as_of,last_payment_release_date_as_of,days_since_last_payment_as_of,final_payment_count_as_of,has_final_payment_as_of,zero_value_released_payment_count_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,first_progress_report_date_as_of,latest_progress_report_date_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,days_since_last_progress_report_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,same_day_progress_extra_count_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,overdue_days_as_of,schedule_elapsed_ratio_as_of,asset_record_count_as_of,is_completed_as_of,completion_date_as_of,completion_marked_as_of,uc_recorded_as_of,handover_recorded_as_of,public_use_recorded_as_of,audit_recorded_as_of,final_expenditure_inr_as_of,actual_duration_days,completion_delay_days,source_current_physical_progress_pct,source_current_expenditure_inr,source_vs_asof_expenditure_difference_inr,source_vs_asof_physical_progress_difference_pct
W-001170,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Roads & Bridges,Rural Road,,Rejected,Not Applicable,2026-09-01,PRE_SANCTION,True,2024-12-13,,,,,2032000,2092000,,1.029527559055118,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-001171,MP-KA-001,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 4,Education,Library Room,IA-KA-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-20,2024-03-08,2024-04-07,2025-01-19,2024-04-26,2477000,2489000,2588000.0,1.0048445700444086,1.0448122729107792,1.0397750100441945,48.0,287.0,30.0,6,2777000,1,661000.0,462833.3333333333,0.23802664746128915,1.0,2024-06-01,2025-03-26,524.0,1,True,0,107.30293663060277,189000.0,7.302936630602782,3,2025-02-05,2026-08-31,100.0,107.3,100.0,7.299999999999997,0.0,1.0,0,0.0,0,3.414335664335664,True,858.0,-590.0,,3.0557491289198606,1,True,2026-08-31,False,False,False,False,False,,857.0,589.0,100.0,2777000,0,0.0
W-001172,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Renewable Energy,Solar Public Facility,IA-RJ-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-02-27,2026-03-13,2026-03-26,2026-12-17,2026-04-22,544000,585000,608000.0,1.0753676470588236,1.1176470588235294,1.0393162393162394,14.0,266.0,13.0,6,364000,1,88000.0,60666.666666666664,0.24175824175824176,1.0,2026-05-26,2026-08-19,13.0,0,False,0,59.86842105263158,0.0,0.0,4,2026-05-24,2026-08-31,63.2,59.9,49.2,-3.3000000000000043,-14.0,1.0,0,0.0,0,13.545454545454547,True,132.0,107.0,0.0,0.5977443609022557,0,False,,False,False,False,False,False,,,,63.2,364000,0,0.0
W-001173,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Roads & Bridges,Approach Road,IA-RJ-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-04-26,2026-05-22,2026-06-29,2027-03-20,2026-07-04,2471000,2468000,2498000.0,0.9987859166329421,1.0109267503035209,1.0121555915721232,26.0,264.0,38.0,1,495000,1,495000.0,495000.0,1.0,1.0,2026-07-15,2026-07-15,48.0,0,False,0,19.815852682145714,0.0,0.0,3,2026-07-23,2026-08-31,18.7,19.8,22.0,1.1000000000000014,3.3000000000000007,1.0,0,0.0,0,11.999999999999998,True,59.0,200.0,0.0,0.24242424242424243,0,False,,False,False,False,False,False,,,,18.7,495000,0,0.0
W-001174,MP-RJ-002,Odisha,Rajasthan Demo Constituency 2,Odisha Demo District 3,Drinking Water,Pipeline Extension,IA-RJ-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-03-08,2025-03-31,2025-04-12,2026-04-03,2025-05-05,734000,753000,750000.0,1.0258855585831064,1.021798365122616,0.9960159362549801,23.0,356.0,12.0,3,754000,1,372000.0,251333.33333333334,0.493368700265252,1.0,2025-10-18,2026-08-12,20.0,1,True,0,100.53333333333335,4000.0,0.5333333333333333,8,2025-07-04,2026-08-31,100.0,100.5,100.0,0.5,0.0,1.0,0,0.0,0,5.886524822695035,True,484.0,-151.0,,1.4241573033707866,1,True,2026-08-31,False,False,False,False,False,,483.0,150.0,100.0,754000,0,0.0
W-001175,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 4,Sanitation,Drainage,IA-AP-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-04-15,2026-05-10,2026-06-03,2027-05-11,2026-06-01,785000,760000,782000.0,0.9681528662420382,0.9961783439490446,1.0289473684210526,25.0,342.0,24.0,5,1175000,1,289000.0,235000.0,0.24595744680851064,1.0,2026-06-24,2026-08-31,1.0,0,False,0,150.25575447570333,393000.0,50.25575447570333,7,2026-06-14,2026-08-31,21.1,150.3,26.6,129.20000000000002,5.5,1.0,1,2.0,0,6.115384615384616,True,92.0,252.0,0.0,0.2631578947368421,0,False,,False,False,False,False,False,,,,21.1,1175000,0,0.0
W-001176,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 4,Roads & Bridges,Approach Road,IA-MH-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-01-27,2026-03-18,2026-03-29,2026-10-06,2026-04-16,3469000,3303000,3316000.0,0.9521475929662727,0.9558950706255405,1.0039358159249168,50.0,191.0,11.0,1,2289000,1,2289000.0,2289000.0,1.0,1.0,2026-05-03,2026-05-03,121.0,0,False,0,69.02895054282267,0.0,0.0,8,2026-05-03,2026-08-31,76.5,69.0,71.7,-7.5,-4.799999999999997,1.0,0,0.0,0,18.45,True,138.0,35.0,0.0,0.8167539267015707,0,False,,False,False,False,False,False,,,,76.5,2289000,0,0.0
W-001177,MP-KA-003,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Sports,Playground Development,IA-KA-006,Sanctioned,Sanctioned - Not Started,2026-09-01,EXECUTION,False,2026-05-06,2026-06-24,2026-07-10,2027-05-06,2026-08-07,1331000,1327000,1320000.0,0.9969947407963937,0.9917355371900827,0.9947249434815373,49.0,300.0,16.0,0,0,0,,,,,,,,0,False,0,0.0,0.0,0.0,1,2026-08-31,2026-08-31,0.0,0.0,8.0,0.0,8.0,1.0,0,0.0,0,,True,25.0,247.0,0.0,0.17666666666666667,0,False,,False,False,False,False,False,,,,0.0,0,0,0.0
W-001178,MP-TS-003,Telangana,Telangana Demo Constituency 3,Telangana Demo District 2,Sanitation,Drainage,IA-TS-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-04-01,2024-04-19,2024-05-05,2024-12-29,2024-06-08,1782000,1777000,1755000.0,0.9971941638608305,0.9848484848484849,0.9876195835678109,18.0,238.0,16.0,5,1778000,1,418000.0,355600.0,0.23509561304836896,1.0,2024-07-01,2025-02-01,577.0,1,True,0,101.31054131054131,23000.0,1.3105413105413106,6,2024-10-21,2026-08-31,100.0,101.3,100.0,1.2999999999999972,0.0,1.0,0,0.0,0,3.5611192930780557,True,815.0,-611.0,,3.5672268907563027,1,True,2026-08-31,False,False,False,False,False,,814.0,610.0,100.0,1778000,0,0.0
W-001179,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Education,Digital Classroom,IA-RJ-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-12-29,2026-01-11,2026-02-05,2026-09-30,2026-02-24,1969000,1976000,2009000.0,1.0035551041137634,1.0203148806500761,1.0167004048582995,13.0,237.0,25.0,4,1743000,1,538000.0,435750.0,0.30866322432587495,1.0,2026-03-19,2026-08-05,27.0,0,False,0,86.7595818815331,0.0,0.0,4,2026-04-12,2026-08-31,88.9,86.8,79.3,-2.1000000000000085,-9.600000000000009,1.0,0,0.0,0,14.489361702127662,True,189.0,29.0,0.0,0.8776371308016878,0,False,,False,False,False,False,False,,,,88.9,1743000,0,0.0
W-001180,MP-OD-001,Odisha,Odisha Demo Constituency 1,Odisha Demo District 4,Health,Public Health Facility,IA-OD-004,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-01-15,2026-02-21,2026-03-18,2026-12-18,2026-03-30,2156000,2232000,2169000.0,1.0352504638218925,1.0060296846011132,0.9717741935483871,37.0,275.0,25.0,4,983000,1,280000.0,245750.0,0.28484231943031535,1.0,2026-04-20,2026-08-21,11.0,0,False,0,45.320424158598435,0.0,0.0,8,2026-04-18,2026-08-31,43.6,45.3,56.0,1.6999999999999957,12.399999999999999,1.0,2,3.9000000000000057,0,7.9333333333333345,True,155.0,108.0,0.0,0.6072727272727273,0,False,,False,False,False,False,False,,,,43.6,983000,0,0.0
W-001181,MP-MH-005,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 3,Roads & Bridges,Rural Road,IA-MH-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-05-05,2023-05-20,2023-06-02,2024-01-03,2023-06-12,3522000,3591000,3703000.0,1.0195911413969336,1.0513912549687678,1.0311890838206628,15.0,215.0,13.0,6,3405000,1,726000.0,567500.0,0.213215859030837,1.0,2023-10-04,2024-03-20,895.0,1,True,0,91.9524709694842,0.0,0.0,5,2024-02-02,2026-08-31,100.0,92.0,100.0,-8.0,0.0,1.0,0,0.0,0,2.553666312433581,True,1177.0,-972.0,,5.52093023255814,1,True,2026-08-31,True,False,False,False,False,3405000.0,1176.0,971.0,100.0,3405000,0,0.0
W-001182,MP-AP-004,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 3,Roads & Bridges,CC Road,IA-AP-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-27,2024-03-14,2024-04-10,2025-01-17,2024-04-23,3923000,3942000,4092000.0,1.0048432322202396,1.0430792760642364,1.0380517503805176,47.0,282.0,27.0,5,4220000,1,1152000.0,844000.0,0.2729857819905213,1.0,2024-06-02,2025-02-14,564.0,1,True,0,103.12805474095796,128000.0,3.1280547409579667,5,2024-10-12,2026-08-31,100.0,103.1,100.0,3.0999999999999943,0.0,1.0,0,0.0,0,3.640988372093023,True,861.0,-592.0,,3.099290780141844,1,True,2026-08-31,True,False,False,False,False,4220000.0,860.0,591.0,100.0,4220000,0,0.0
W-001183,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 3,Sports,Sports Equipment Facility,IA-AP-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-05-19,2026-07-03,2026-07-11,2027-02-10,2026-07-09,1724000,1749000,1784000.0,1.0145011600928073,1.0348027842227379,1.0200114351057747,45.0,214.0,8.0,2,240000,1,137000.0,120000.0,0.5708333333333333,1.0,2026-08-03,2026-08-08,24.0,0,False,0,13.452914798206278,0.0,0.0,5,2026-07-19,2026-08-31,15.8,13.5,24.8,-2.3000000000000007,9.0,1.0,2,3.200000000000001,0,5.232558139534884,True,54.0,162.0,0.0,0.24299065420560748,0,False,,False,False,False,False,False,,,,15.8,240000,0,0.0
W-001184,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 3,Renewable Energy,Solar Community Lighting,IA-AP-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-09,2023-08-10,2023-09-17,2024-04-13,2023-09-28,1922000,1874000,1838000.0,0.9750260145681582,0.9562955254942768,0.9807897545357525,32.0,209.0,38.0,2,1937000,1,1181000.0,968500.0,0.6097057305110997,1.0,2023-11-18,2023-12-27,979.0,1,True,0,105.38628944504897,99000.0,5.386289445048966,6,2024-03-24,2026-08-31,100.0,105.4,100.0,5.400000000000006,0.0,1.0,0,0.0,0,2.6797752808988764,True,1069.0,-871.0,,5.167464114832536,1,True,2026-08-31,False,False,False,False,False,,1068.0,870.0,100.0,1937000,0,0.0
W-001185,MP-RJ-006,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 1,Renewable Energy,Solar Street Lights,IA-RJ-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-07-18,2025-07-28,2025-08-18,2026-07-20,2025-09-08,1362000,1306000,1288000.0,0.9588839941262849,0.9456681350954479,0.9862174578866769,10.0,336.0,21.0,6,1313000,1,311000.0,218833.33333333334,0.23686214775323686,1.0,2025-11-10,2026-08-29,3.0,1,True,0,101.94099378881987,25000.0,1.9409937888198756,7,2025-10-29,2026-08-31,100.0,101.9,100.0,1.9000000000000057,0.0,1.0,0,0.0,0,8.441176470588236,True,358.0,-43.0,,1.1279761904761905,1,True,2026-08-31,False,False,False,False,False,,357.0,42.0,100.0,1313000,0,0.0
W-001186,MP-KA-003,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,Sanitation,Community Sanitation,IA-KA-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-03-06,2024-03-13,2024-04-11,2024-10-15,2024-05-12,1831000,1964000,1973000.0,1.0726379027853632,1.0775532495903877,1.0045824847250509,7.0,187.0,29.0,4,1634000,1,667000.0,408500.0,0.40820073439412485,1.0,2024-06-13,2024-10-19,682.0,0,False,0,82.81804358844398,0.0,0.0,3,2025-02-16,2026-08-31,92.7,82.8,100.0,-9.900000000000006,7.299999999999997,1.0,0,0.0,0,3.1443850267379685,True,842.0,-686.0,686.0,4.668449197860962,0,False,,False,False,False,False,False,,,,92.7,1634000,0,0.0
W-001187,MP-TS-003,Telangana,Telangana Demo Constituency 3,Telangana Demo District 2,Drinking Water,RO Water Plant,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2026-04-22,,,,,1755000,1789000,,1.0193732193732195,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-001188,MP-TS-001,Telangana,Telangana Demo Constituency 1,Telangana Demo District 2,Roads & Bridges,CC Road,IA-TS-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-09-29,2025-10-11,2025-10-28,2026-07-23,2025-11-15,3893000,3749000,3701000.0,0.9630105317236065,0.9506807089648086,0.9871965857562016,12.0,268.0,17.0,4,3524000,1,1284000.0,881000.0,0.36435868331441545,1.0,2026-04-02,2026-06-07,86.0,1,True,0,95.21750878141043,0.0,0.0,5,2026-01-11,2026-08-31,100.0,95.2,100.0,-4.799999999999997,0.0,1.0,0,0.0,0,10.500000000000002,True,290.0,-40.0,,1.1492537313432836,1,True,2026-08-31,False,False,False,False,False,,289.0,39.0,100.0,3524000,0,0.0
W-001189,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Sanitation,Drainage,IA-KA-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-10-04,2025-10-14,2025-11-06,2026-07-15,2025-11-17,705000,672000,660000.0,0.9531914893617022,0.9361702127659575,0.9821428571428571,10.0,251.0,23.0,6,666000,1,137000.0,111000.0,0.2057057057057057,1.0,2025-12-16,2026-07-11,52.0,1,True,0,100.9090909090909,6000.0,0.9090909090909091,4,2026-01-27,2026-08-31,100.0,100.9,100.0,0.9000000000000057,0.0,1.0,0,0.0,0,11.166666666666668,True,288.0,-48.0,,1.1912350597609562,1,True,2026-08-31,False,False,False,False,False,,287.0,47.0,100.0,666000,0,0.0
W-001190,MP-OD-006,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 3,Sanitation,Community Sanitation,IA-OD-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-14,2024-08-23,2024-10-04,2025-08-03,2024-10-16,2584000,2707000,2783000.0,1.0476006191950464,1.0770123839009287,1.028075360177318,40.0,303.0,42.0,4,2710000,1,784000.0,677500.0,0.2892988929889299,1.0,2024-11-25,2025-09-01,365.0,1,True,0,97.37693136902624,0.0,0.0,5,2025-03-01,2026-08-31,100.0,97.4,100.0,-2.5999999999999943,0.0,1.0,0,0.0,0,4.067518248175182,True,685.0,-394.0,,2.3003300330033003,1,True,2026-08-31,False,False,False,False,False,,684.0,393.0,100.0,2710000,0,0.0
W-001191,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Drinking Water,Water Tank,IA-RJ-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-08-30,2023-09-27,2023-10-04,2024-06-18,2023-09-30,1400000,1504000,1465000.0,1.0742857142857143,1.0464285714285715,0.9740691489361702,28.0,258.0,7.0,2,1555000,1,1071000.0,777500.0,0.6887459807073955,1.0,2024-01-02,2024-06-06,817.0,1,True,0,106.14334470989762,90000.0,6.143344709897611,8,2024-02-10,2026-08-31,100.0,106.1,100.0,6.099999999999994,0.0,1.0,0,0.0,0,2.967845659163987,True,1067.0,-805.0,,4.12015503875969,1,True,2026-08-31,False,False,False,False,False,,1066.0,804.0,100.0,1555000,0,0.0
W-001192,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 4,Drinking Water,Borewell,IA-AP-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-26,2024-08-20,2024-10-02,2025-04-23,2024-09-27,2587000,2548000,2580000.0,0.9849246231155779,0.9972941631233089,1.012558869701727,25.0,203.0,43.0,6,2488000,1,561000.0,414666.6666666667,0.2254823151125402,1.0,2025-02-26,2025-08-12,385.0,1,True,0,96.43410852713178,0.0,0.0,6,2025-01-22,2026-08-31,100.0,96.4,100.0,-3.5999999999999943,0.0,1.0,0,0.0,0,4.448805460750853,True,704.0,-496.0,,3.4433497536945814,1,True,2026-08-31,True,False,False,False,False,2488000.0,703.0,495.0,100.0,2488000,0,0.0
W-001193,MP-AP-002,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Sports,Sports Equipment Facility,IA-AP-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-20,2023-09-05,2023-10-04,2024-04-05,2023-10-22,807000,769000,771000.0,0.952912019826518,0.9553903345724907,1.0026007802340702,47.0,184.0,29.0,4,763000,1,259000.0,190750.0,0.3394495412844037,1.0,2023-12-27,2024-07-13,780.0,1,True,0,98.96238651102465,0.0,0.0,4,2024-07-09,2026-08-31,100.0,99.0,100.0,-1.0,0.0,1.0,0,0.0,0,2.9731800766283523,True,1045.0,-879.0,,5.7771739130434785,1,True,2026-08-31,False,False,False,False,False,,1044.0,878.0,100.0,763000,0,0.0
W-001194,MP-KA-004,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 1,Health,Public Health Facility,IA-KA-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-01-11,2025-02-19,2025-04-05,2025-11-18,2025-04-25,3711000,3756000,3906000.0,1.0121261115602262,1.0525464834276475,1.0399361022364217,39.0,227.0,45.0,1,3712000,1,3712000.0,3712000.0,1.0,1.0,2025-08-02,2025-08-02,395.0,0,False,0,95.03328213005634,0.0,0.0,8,2025-06-25,2026-08-31,94.6,95.0,100.0,0.4000000000000057,5.400000000000006,1.0,0,0.0,0,5.979166666666666,True,494.0,-287.0,287.0,2.26431718061674,0,False,,False,False,False,False,False,,,,94.6,3712000,0,0.0
W-001195,MP-MH-003,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Roads & Bridges,Approach Road,IA-MH-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-26,2024-02-14,2024-03-15,2025-01-18,2024-04-12,2279000,2164000,2106000.0,0.9495392716103555,0.9240895129442738,0.9731977818853974,19.0,309.0,30.0,4,1934000,1,626000.0,483500.0,0.32368148914167527,1.0,2024-05-10,2025-04-26,493.0,1,True,0,91.83285849952516,0.0,0.0,7,2024-08-14,2026-08-31,100.0,91.8,100.0,-8.200000000000003,0.0,1.0,0,0.0,0,3.4176706827309236,True,872.0,-591.0,,2.912621359223301,1,True,2026-08-31,False,False,False,False,False,,871.0,590.0,100.0,1934000,0,0.0
W-001196,MP-KA-003,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 4,Sanitation,Drainage,IA-KA-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-10-30,2025-11-28,2026-01-10,2026-12-03,2026-01-15,1090000,1150000,1120000.0,1.055045871559633,1.0275229357798166,0.9739130434782609,29.0,327.0,43.0,1,489000,1,489000.0,489000.0,1.0,1.0,2026-01-30,2026-01-30,214.0,0,False,0,43.660714285714285,0.0,0.0,8,2026-02-12,2026-08-31,43.9,43.7,69.7,-0.19999999999999574,25.800000000000004,1.0,0,0.0,0,4.905,True,229.0,93.0,0.0,0.7155963302752294,0,False,,False,False,False,False,False,,,,43.9,489000,0,0.0
W-001197,MP-TS-005,Telangana,Telangana Demo Constituency 5,Telangana Demo District 3,Roads & Bridges,Rural Road,IA-TS-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-05-31,2024-07-19,2024-09-02,2025-08-08,2024-09-25,3535000,3781000,3692000.0,1.0695898161244697,1.0444130127298443,0.9764612536366041,49.0,340.0,45.0,4,3840000,1,1193000.0,960000.0,0.3106770833333333,1.0,2025-01-25,2025-11-17,288.0,1,True,0,104.00866738894908,148000.0,4.008667388949079,7,2025-01-03,2026-08-31,100.0,104.0,100.0,4.0,0.0,1.0,0,0.0,0,4.353719008264463,True,706.0,-389.0,,2.1441176470588235,1,True,2026-08-31,False,False,False,False,False,,705.0,388.0,100.0,3840000,0,0.0
W-001198,MP-TS-001,Telangana,Telangana Demo Constituency 1,Telangana Demo District 2,Renewable Energy,Solar Water System,IA-TS-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-06-06,2025-06-17,2025-07-13,2026-01-19,2025-07-30,2484000,2349000,2322000.0,0.9456521739130435,0.9347826086956522,0.9885057471264368,11.0,190.0,26.0,6,2464000,1,547000.0,410666.6666666667,0.22199675324675325,1.0,2025-10-27,2026-05-04,120.0,1,True,0,106.11541774332471,142000.0,6.11541774332472,3,2025-12-09,2026-08-31,100.0,106.1,100.0,6.099999999999994,0.0,1.0,0,0.0,0,6.950943396226415,True,398.0,-225.0,,2.1842105263157894,1,True,2026-08-31,False,False,False,False,False,,397.0,224.0,100.0,2464000,0,0.0
W-001199,MP-RJ-005,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,Renewable Energy,Solar Community Lighting,IA-RJ-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-06-21,2025-07-06,2025-07-23,2026-07-04,2025-08-25,1424000,1400000,1413000.0,0.9831460674157303,0.9922752808988764,1.0092857142857143,15.0,346.0,17.0,3,1484000,1,635000.0,494666.6666666667,0.4278975741239892,1.0,2026-02-11,2026-07-30,33.0,1,True,0,105.02476999292286,71000.0,5.024769992922859,7,2025-10-17,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,7.566037735849057,True,372.0,-59.0,,1.170520231213873,1,True,2026-08-31,False,False,False,False,False,,371.0,58.0,100.0,1484000,0,0.0
W-001200,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 3,Drinking Water,Pipeline Extension,IA-AP-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-22,2024-02-07,2024-02-19,2024-12-20,2024-02-17,1075000,1121000,1115000.0,1.0427906976744186,1.0372093023255815,0.9946476360392507,16.0,305.0,12.0,5,1067000,1,294000.0,213400.0,0.2755388940955951,1.0,2024-04-07,2024-12-18,622.0,1,True,0,95.69506726457399,0.0,0.0,3,2024-12-21,2026-08-31,100.0,95.7,100.0,-4.299999999999997,0.0,1.0,0,0.0,0,3.3495145631067964,True,927.0,-620.0,,3.0327868852459017,1,True,2026-08-31,False,False,False,False,False,,926.0,619.0,100.0,1067000,0,0.0
W-001201,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,Renewable Energy,Solar Public Facility,IA-KA-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-04-20,2023-06-02,2023-07-15,2024-05-10,2023-07-22,1741000,1812000,1771000.0,1.0407811602527284,1.0172314761631247,0.9773730684326711,43.0,300.0,43.0,1,1794000,1,1794000.0,1794000.0,1.0,1.0,2023-10-07,2023-10-07,1060.0,1,True,0,101.29870129870129,23000.0,1.2987012987012987,3,2024-08-03,2026-08-31,100.0,101.3,100.0,1.2999999999999972,0.0,1.0,0,0.0,0,2.299472295514512,True,1137.0,-844.0,,3.8133333333333335,1,True,2026-08-31,False,False,False,False,False,,1136.0,843.0,100.0,1794000,0,0.0
W-001202,MP-TS-006,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 1,Community Infrastructure,Community Hall,IA-TS-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-05-21,2026-06-25,2026-08-08,2027-06-17,2026-08-18,2241000,2199000,2195000.0,0.9812583668005355,0.9794734493529674,0.998180991359709,35.0,313.0,44.0,1,14000,1,14000.0,14000.0,1.0,1.0,2026-08-28,2026-08-28,4.0,0,False,0,0.6378132118451025,0.0,0.0,6,2026-08-20,2026-08-31,5.7,0.6,4.2,-5.1000000000000005,-1.5,1.0,1,3.1,0,15.545454545454545,True,14.0,289.0,0.0,0.07667731629392971,0,False,,False,False,False,False,False,,,,5.7,128000,114000,0.0
W-001203,MP-OD-006,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 1,Drinking Water,Borewell,IA-OD-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-30,2023-09-08,2023-10-07,2024-05-10,2023-11-01,2105000,2016000,2090000.0,0.9577197149643706,0.9928741092636579,1.0367063492063493,40.0,216.0,29.0,2,1997000,1,1037000.0,998500.0,0.5192789183775663,1.0,2024-04-05,2024-08-22,740.0,1,True,0,95.55023923444976,0.0,0.0,8,2024-03-09,2026-08-31,100.0,95.6,100.0,-4.400000000000006,0.0,1.0,0,0.0,0,2.6751381215469614,True,1035.0,-844.0,,4.907407407407407,1,True,2026-08-31,False,False,False,False,False,,1034.0,843.0,100.0,1997000,0,0.0
W-001204,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Drinking Water,Borewell,IA-KA-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-03-13,2025-04-03,2025-04-10,2026-03-07,2025-04-10,1898000,1865000,1935000.0,0.9826132771338251,1.0194942044257114,1.0375335120643432,21.0,331.0,7.0,3,2020000,1,843000.0,673333.3333333334,0.4173267326732673,1.0,2025-11-27,2026-05-16,108.0,1,True,0,104.39276485788113,85000.0,4.3927648578811365,8,2025-06-12,2026-08-31,100.0,104.4,100.0,4.400000000000006,0.0,1.0,0,0.0,0,6.276404494382023,True,509.0,-178.0,,1.5377643504531722,1,True,2026-08-31,True,False,False,False,False,2020000.0,508.0,177.0,100.0,2020000,0,0.0
