group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-02,614000.0,1,3,2,253000.0,109000.0,126500.0,307500.0,181000.0,50600.0,340200.0,,INSUFFICIENT_PRIOR_MONTHS,345557.0,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-03,844000.0,2,4,3,307500.0,180500.0,189750.0,425000.0,235250.0,75900.00000000001,538400.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,495089.9,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-04,0.0,0,5,5,362000.0,252000.0,253000.0,614000.0,361000.0,101200.0,752000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,346562.93,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-05,470000.0,1,6,5,307500.0,307000.0,63250.0,551000.0,487750.0,0.0,729000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,383594.051,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-06,446000.0,1,6,5,361500.0,307000.0,63250.0,578000.0,514750.0,0.0,729000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,402315.8357,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-07,1521000.0,3,6,5,458000.0,271000.0,111500.0,578000.0,466500.0,0.0,729000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,737921.08499,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-08,654000.0,2,6,8,542000.0,199000.0,452000.0,786500.0,334500.0,223000.0,1182500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,712744.759493,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-09,743000.0,1,6,9,562000.0,199000.0,452000.0,796500.0,344500.0,223000.0,1182500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,721821.3316450999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-10,1439000.0,2,6,8,562000.0,148500.0,452000.0,720750.0,268750.0,223000.0,1132000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,936974.93215157,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-11,661000.0,1,6,10,698500.0,240500.0,516000.0,1265000.0,749000.0,458000.0,1480000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,854182.4525060989,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2024-12,861000.0,1,6,10,702000.0,152000.0,655750.0,1265000.0,609250.0,550000.0,1480000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,856227.7167542692,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-01,465000.0,2,6,10,802000.0,144500.0,681500.0,1294500.0,613000.0,657500.0,1480000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,738859.4017279884,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-02,1687000.0,2,6,9,702000.0,103500.0,655750.0,831500.0,175750.0,559500.0,1150000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1023301.5812095918,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-03,472000.0,1,6,9,802000.0,239000.0,681500.0,1294500.0,613000.0,563000.0,1563000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,857911.1068467143,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-04,498000.0,1,6,9,761000.0,292500.0,519250.0,1294500.0,775250.0,468500.0,1563000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,749937.7747927,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-05,1064000.0,1,6,8,579500.0,111000.0,478500.0,811000.0,332500.0,468500.0,1274000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,844156.4423548899,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-06,517000.0,2,6,8,679500.0,211000.0,478500.0,1013250.0,534750.0,468500.0,1375500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,746009.509648423,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-07,0.0,0,6,9,507500.0,39000.0,478500.0,927250.0,448750.0,468500.0,1375500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,522206.65675389604,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-08,0.0,0,6,7,507500.0,271500.0,478500.0,927250.0,448750.0,236000.0,1375500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,365544.6597277272,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-09,0.0,0,6,5,485000.0,258500.0,118000.0,512250.0,394250.0,0.0,790500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,255881.261809409,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-10,352000.0,1,6,4,249000.0,249000.0,0.0,512250.0,512250.0,0.0,790500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,284716.8832665863,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-11,575000.0,1,6,4,176000.0,176000.0,0.0,475750.0,475750.0,0.0,790500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,371801.8182866104,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2025-12,719000.0,2,6,4,176000.0,176000.0,0.0,475750.0,475750.0,0.0,546000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,475961.2728006273,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-01,0.0,0,6,4,176000.0,176000.0,0.0,519250.0,519250.0,0.0,647000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,333172.89096043905,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-02,551000.0,1,6,4,176000.0,176000.0,0.0,519250.0,519250.0,0.0,647000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,398521.0236723073,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-03,343000.0,1,6,5,451500.0,195500.0,88000.0,569000.0,481000.0,0.0,647000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,381864.7165706151,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-04,0.0,0,6,6,451500.0,116000.0,345250.0,569000.0,223750.0,171500.0,647000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,267305.30159943056,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-05,0.0,0,6,5,447000.0,200000.0,85750.0,569000.0,483250.0,0.0,647000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,187113.7111196014,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-06,2810000.0,2,6,4,171500.0,171500.0,0.0,499000.0,499000.0,0.0,635000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,973979.5977837209,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-07,0.0,0,6,4,171500.0,171500.0,0.0,499000.0,499000.0,0.0,1680500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,681785.7184486046,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_amount_inr,2026-08,0.0,0,6,4,171500.0,171500.0,0.0,499000.0,499000.0,0.0,1680500.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,477250.0029140232,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2023-11,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2023-12,1.0,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-01,0.0,0,2,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.7,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-02,1.0,1,3,2,1.0,0.0,0.5,1.0,0.5,0.2,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.7899999999999999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-03,2.0,2,4,3,1.0,0.0,0.75,1.0,0.25,0.30000000000000004,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.153,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-04,0.0,0,5,5,1.0,0.0,1.0,1.0,0.0,0.4,1.6,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.8070999999999999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-05,1.0,1,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.8649699999999998,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-06,1.0,1,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.9054789999999997,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-07,3.0,3,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.5338352999999998,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-08,2.0,2,6,8,1.0,0.5,1.0,1.75,0.75,0.5,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.6736847099999999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-09,1.0,1,6,9,1.5,0.5,1.0,2.0,1.0,0.5,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.471579297,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-10,2.0,2,6,8,1.0,0.5,1.0,1.75,0.75,0.5,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.6301055078999998,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-11,1.0,1,6,10,1.5,0.5,1.0,2.0,1.0,1.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.4410738555299998,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2024-12,1.0,1,6,10,1.5,0.5,1.0,2.0,1.0,1.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.3087516988709997,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-01,2.0,2,6,10,1.5,0.5,1.0,2.0,1.0,1.0,2.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.5161261892096998,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-02,2.0,2,6,9,1.5,0.5,1.0,2.0,1.0,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.6612883324467895,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-03,1.0,1,6,9,1.5,0.5,1.0,2.0,1.0,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.4629018327127525,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-04,1.0,1,6,9,1.5,0.5,1.0,2.0,1.0,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.3240312828989267,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-05,1.0,1,6,8,1.0,0.0,1.0,1.75,0.75,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.2268218980292487,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-06,2.0,2,6,8,1.0,0.0,1.0,1.75,0.75,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.458775328620474,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-07,0.0,0,6,9,1.5,0.5,1.0,2.0,1.0,1.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.0211427300343319,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-08,0.0,0,6,7,1.0,0.5,1.0,1.75,0.75,0.5,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.7147999110240323,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-09,0.0,0,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.5003599377168225,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-10,1.0,1,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6502519564017757,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-11,1.0,1,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.755176369481243,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2025-12,2.0,2,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.12862345863687,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-01,0.0,0,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.790036421045809,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-02,1.0,1,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.8530254947320661,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-03,1.0,1,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.8971178463124463,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-04,0.0,0,6,6,1.0,0.0,1.0,1.0,0.0,0.5,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6279824924187124,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-05,0.0,0,6,5,1.0,0.5,0.25,1.0,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.43958774469309864,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-06,2.0,2,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.907711421285169,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-07,0.0,0,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6353979948996182,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,released_payment_count,2026-08,0.0,0,6,4,0.5,0.5,0.0,1.0,1.0,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.4447785964297327,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-07,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-08,0.0,0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.7,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-09,1.0,1,2,1,0.5,0.5,0.25,0.75,0.5,0.1,0.9,,INSUFFICIENT_PRIOR_MONTHS,0.7899999999999999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-10,1.0,1,3,2,1.0,0.0,0.5,1.0,0.5,0.2,1.0,,INSUFFICIENT_PRIOR_MONTHS,0.853,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-11,0.0,0,4,3,1.0,0.0,0.75,1.0,0.25,0.30000000000000004,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.5971,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2023-12,1.0,1,5,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.71797,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-01,0.0,0,6,4,1.0,0.0,0.25,1.0,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.502579,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-02,1.0,1,6,3,0.5,0.5,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6518052999999999,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-03,0.0,0,6,4,1.0,0.0,0.25,1.0,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.45626370999999993,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-04,0.0,0,6,3,0.5,0.5,0.0,1.0,1.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.31938459699999994,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-05,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.22356921789999995,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-06,0.0,0,6,2,0.0,0.0,0.0,0.75,0.75,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.15649845252999994,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-07,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.10954891677099995,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-08,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.07668424173969997,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-09,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.053678969217789974,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-10,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.03757527845245298,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-11,2.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.6263026949167171,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2024-12,1.0,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.738411886441702,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-01,2.0,2,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1.1168883205091913,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-02,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.7818218243564339,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-03,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.5472752770495036,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-04,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3830926939346525,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-05,0.0,0,6,5,0.5,0.5,0.0,1.75,1.75,0.0,2.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.26816488575425673,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-06,1.0,1,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.4877154200279797,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-07,0.0,0,6,3,0.0,0.0,0.0,0.75,0.75,0.0,1.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.3414007940195858,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-08,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.23898055581371003,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-09,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.167286389069597,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-10,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.1171004723487179,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-11,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.08197033064410253,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2025-12,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.057379231450871766,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2026-01,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.040165462015610234,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2026-02,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.028115823410927162,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2026-03,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.019681076387649012,False
DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sports,sanction_work_count,2026-04,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,0.013776753471354307,False
