work_id,payment_auth_before_request_count,payment_release_before_auth_count,duplicate_pfms_reference_count,zero_value_released_payment_count,payment_after_completion_count,payment_after_final_payment_count,multiple_final_payments_count,released_total_exceeds_sanction_count,payment_irregularity_evidence_count,has_payment_irregularity_evidence
W-001104,1,0,0,0,0,0,0,1,2,True
W-001105,0,0,0,0,0,0,0,0,0,False
W-001106,0,0,0,0,0,0,0,1,1,True
W-001107,0,0,0,0,0,0,0,0,0,False
W-001108,0,0,0,0,0,0,0,0,0,False
W-001109,0,0,0,0,0,0,0,0,0,False
W-001110,0,0,0,0,0,0,0,1,1,True
W-001111,0,0,0,0,0,0,0,0,0,False
W-001112,0,0,0,0,0,0,0,0,0,False
W-001113,0,0,0,0,0,0,0,0,0,False
W-001114,0,0,0,0,0,0,0,0,0,False
W-001115,0,0,0,0,0,0,0,1,1,True
W-001116,0,0,0,0,0,0,0,1,1,True
W-001117,0,0,0,0,0,0,0,0,0,False
W-001118,1,0,0,0,0,0,0,0,1,True
W-001119,0,0,0,0,0,0,0,1,1,True
W-001120,0,0,0,0,0,0,0,0,0,False
W-001121,0,0,0,0,0,0,0,0,0,False
W-001122,0,0,0,0,0,0,0,0,0,False
W-001123,0,0,0,0,0,0,0,0,0,False
W-001124,0,0,0,0,0,0,0,1,1,True
W-001125,0,0,0,0,0,0,0,0,0,False
W-001126,1,0,0,0,0,0,0,1,2,True
W-001127,0,0,0,0,0,0,0,0,0,False
W-001128,0,0,0,0,0,0,0,0,0,False
W-001129,0,0,0,0,0,0,0,0,0,False
W-001130,0,0,0,0,0,0,0,0,0,False
W-001131,0,0,0,0,0,0,0,1,1,True
W-001132,0,0,0,0,0,0,0,0,0,False
W-001133,0,0,0,0,0,0,0,0,0,False
W-001134,0,0,0,0,0,0,0,0,0,False
W-001135,0,0,0,0,0,0,0,0,0,False
W-001136,0,0,0,0,0,0,0,0,0,False
W-001137,0,0,0,0,0,0,0,0,0,False
W-001138,0,0,0,0,0,0,0,1,1,True
W-001139,0,0,0,0,0,0,0,0,0,False
W-001140,0,0,0,0,0,0,0,1,1,True
W-001141,0,0,0,0,0,0,0,1,1,True
W-001142,0,0,0,0,0,0,0,0,0,False
W-001143,0,0,0,0,0,0,0,0,0,False
W-001144,0,0,0,0,0,0,0,0,0,False
W-001145,0,0,0,0,0,0,0,0,0,False
W-001146,0,0,0,0,0,0,0,1,1,True
W-001147,0,0,0,0,0,0,0,0,0,False
W-001148,0,0,0,0,0,0,0,0,0,False
W-001149,0,0,0,0,0,0,0,0,0,False
W-001150,1,0,0,0,0,0,0,1,2,True
W-001151,1,0,0,0,0,0,0,0,1,True
W-001152,1,0,0,0,0,0,0,0,1,True
W-001153,0,0,0,0,0,0,0,1,1,True
W-001154,0,0,0,0,0,0,0,1,1,True
W-001155,1,0,0,0,0,0,0,0,1,True
W-001156,0,0,0,0,0,0,0,1,1,True
W-001157,1,0,0,0,0,0,0,0,1,True
W-001158,0,0,0,0,0,0,0,0,0,False
W-001159,0,0,0,0,0,0,0,0,0,False
W-001160,0,0,0,0,0,0,0,0,0,False
W-001161,0,0,0,0,0,0,0,0,0,False
W-001162,0,0,0,0,0,0,0,1,1,True
W-001163,0,0,0,0,0,0,0,1,1,True
W-001164,1,0,0,0,0,0,0,0,1,True
W-001165,1,0,1,0,0,0,0,1,3,True
W-001166,0,0,0,0,0,0,0,1,1,True
W-001167,0,0,0,0,0,0,0,0,0,False
W-001168,0,0,0,0,0,0,0,1,1,True
W-001169,1,0,0,0,0,0,0,0,1,True
W-001170,0,0,0,0,0,0,0,0,0,False
W-001171,0,0,0,0,0,0,0,1,1,True
W-001172,2,0,0,0,0,0,0,0,2,True
W-001173,0,0,0,0,0,0,0,0,0,False
W-001174,1,0,0,0,0,0,0,1,2,True
W-001175,0,0,0,0,0,0,0,1,1,True
W-001176,0,0,0,0,0,0,0,0,0,False
W-001177,0,0,0,0,0,0,0,0,0,False
W-001178,3,0,0,0,0,0,0,1,4,True
W-001179,0,0,0,0,0,0,0,0,0,False
W-001180,0,0,0,0,0,0,0,0,0,False
W-001181,2,0,0,0,0,0,0,0,2,True
W-001182,0,0,0,0,0,0,0,1,1,True
W-001183,1,0,0,0,0,0,0,0,1,True
W-001184,0,0,0,0,0,0,0,1,1,True
W-001185,0,0,0,0,0,0,0,1,1,True
W-001186,1,0,0,0,0,0,0,0,1,True
W-001187,0,0,0,0,0,0,0,0,0,False
W-001188,0,0,0,0,0,0,0,0,0,False
W-001189,0,0,0,0,0,0,0,1,1,True
W-001190,1,0,0,0,0,0,0,0,1,True
W-001191,0,0,0,0,0,0,0,1,1,True
W-001192,2,0,0,0,0,0,0,0,2,True
W-001193,0,0,0,0,0,0,0,0,0,False
W-001194,0,0,0,0,0,0,0,0,0,False
W-001195,0,0,0,0,0,0,0,0,0,False
W-001196,0,0,0,0,0,0,0,0,0,False
W-001197,0,0,0,0,0,0,0,1,1,True
W-001198,0,0,0,0,0,0,0,1,1,True
W-001199,0,0,0,0,0,0,0,1,1,True
W-001200,1,0,0,0,0,0,0,0,1,True
W-001201,0,0,0,0,0,0,0,1,1,True
W-001202,0,0,0,0,0,0,0,0,0,False
W-001203,0,0,0,0,0,0,0,0,0,False
W-001204,0,0,0,0,0,0,0,1,1,True
W-001205,0,0,0,0,0,0,0,0,0,False
W-001206,0,0,0,0,0,0,0,0,0,False
W-001207,1,0,0,0,0,0,0,0,1,True
W-001208,0,0,0,0,0,0,0,1,1,True
W-001209,0,0,0,0,0,0,0,0,0,False
W-001210,0,0,0,0,0,0,0,1,1,True
W-001211,0,0,0,0,0,0,0,0,0,False
W-001212,2,0,0,0,0,0,0,0,2,True
W-001213,0,0,0,0,0,0,0,0,0,False
W-001214,0,0,0,0,0,0,0,0,0,False
W-001215,0,0,0,0,0,0,0,0,0,False
W-001216,0,0,0,0,0,0,0,0,0,False
W-001217,0,0,0,0,0,0,0,1,1,True
W-001218,0,0,0,0,0,0,0,0,0,False
W-001219,1,0,0,0,0,0,0,1,2,True
W-001220,0,0,0,0,0,0,0,0,0,False
W-001221,2,0,0,0,0,0,0,0,2,True
W-001222,0,0,0,0,0,0,0,0,0,False
W-001223,0,0,0,0,0,0,0,1,1,True
W-001224,0,0,0,0,0,0,0,0,0,False
W-001225,0,0,0,0,0,0,0,1,1,True
W-001226,1,0,0,0,0,0,0,1,2,True
W-001227,0,0,0,0,0,0,0,1,1,True
W-001228,0,0,0,0,0,0,0,1,1,True
W-001229,0,0,0,0,0,0,0,0,0,False
W-001230,0,0,0,0,0,0,0,0,0,False
W-001231,0,0,0,0,0,0,0,0,0,False
W-001232,0,0,0,0,0,0,0,0,0,False
W-001233,0,0,0,0,0,0,0,0,0,False
W-001234,0,0,0,0,0,0,0,0,0,False
W-001235,0,0,0,0,0,0,0,1,1,True
W-001236,0,0,0,0,0,0,0,1,1,True
W-001237,1,0,0,0,0,0,0,1,2,True
W-001238,0,0,0,0,0,0,0,1,1,True
W-001239,1,0,0,0,0,0,0,1,2,True
W-001240,0,0,0,0,0,0,0,1,1,True
W-001241,0,0,0,0,0,0,0,0,0,False
W-001242,1,0,0,0,0,0,0,1,2,True
W-001243,0,0,0,0,0,0,0,0,0,False
W-001244,0,0,0,0,0,0,0,1,1,True
W-001245,0,0,0,0,0,0,0,0,0,False
W-001246,0,0,0,0,0,0,0,1,1,True
W-001247,0,0,0,0,0,0,0,0,0,False
W-001248,0,0,0,0,0,0,0,1,1,True
W-001249,0,0,0,0,0,0,0,0,0,False
W-001250,1,0,0,0,0,0,0,0,1,True
W-001251,0,0,0,0,0,0,0,0,0,False
W-001252,0,0,0,0,0,0,0,0,0,False
W-001253,1,0,0,0,0,0,0,0,1,True
W-001254,0,0,0,0,0,0,0,0,0,False
W-001255,0,0,0,0,0,0,0,0,0,False
W-001256,0,0,0,0,0,0,0,1,1,True
W-001257,0,0,0,0,0,0,0,0,0,False
W-001258,0,0,0,0,0,0,0,1,1,True
W-001259,1,0,0,0,0,0,0,0,1,True
W-001260,0,0,0,0,0,0,0,0,0,False
W-001261,0,0,0,0,0,0,0,0,0,False
W-001262,0,0,0,0,0,0,0,0,0,False
W-001263,0,0,0,0,0,0,0,0,0,False
W-001264,0,0,0,0,0,0,0,0,0,False
W-001265,1,0,0,0,0,0,0,0,1,True
W-001266,0,0,0,0,0,0,0,0,0,False
W-001267,0,0,0,0,0,0,0,1,1,True
W-001268,0,0,0,0,0,0,0,0,0,False
W-001269,0,0,0,0,0,0,0,0,0,False
W-001270,1,0,0,0,0,0,0,0,1,True
W-001271,0,0,0,0,0,0,0,1,1,True
W-001272,0,0,0,0,0,0,0,0,0,False
W-001273,0,0,0,0,0,0,0,0,0,False
W-001274,0,0,0,0,0,0,0,1,1,True
W-001275,0,0,0,0,0,0,0,0,0,False
W-001276,0,0,0,0,0,0,0,0,0,False
W-001277,2,0,0,0,0,0,0,1,3,True
W-001278,1,0,0,0,0,0,0,0,1,True
W-001279,0,0,0,0,0,0,0,1,1,True
W-001280,0,0,0,0,0,0,0,0,0,False
W-001281,0,0,0,0,0,0,0,1,1,True
W-001282,0,0,0,0,0,0,0,0,0,False
W-001283,0,0,0,0,0,0,0,0,0,False
W-001284,0,0,0,0,0,0,0,0,0,False
W-001285,1,0,0,0,0,0,0,0,1,True
W-001286,0,0,0,0,0,0,0,1,1,True
W-001287,0,0,0,0,0,0,0,0,0,False
W-001288,0,0,0,0,0,0,0,1,1,True
W-001289,0,0,0,0,0,0,0,1,1,True
W-001290,0,0,0,0,0,0,0,0,0,False
W-001291,1,0,0,0,0,0,0,0,1,True
W-001292,0,0,0,0,0,0,0,1,1,True
W-001293,0,0,0,0,0,0,0,0,0,False
W-001294,0,0,0,0,0,0,0,1,1,True
W-001295,0,0,0,0,0,0,0,1,1,True
W-001296,1,0,0,0,0,0,0,1,2,True
W-001297,0,0,0,0,0,0,0,1,1,True
W-001298,0,0,0,0,0,0,0,1,1,True
W-001299,0,0,0,0,0,0,0,1,1,True
W-001300,0,0,0,0,0,0,0,1,1,True
W-001301,0,0,0,0,0,0,0,1,1,True
W-001302,0,0,0,0,0,0,0,0,0,False
W-001303,0,0,0,0,0,0,0,0,0,False
W-001304,1,0,0,0,0,0,0,1,2,True
W-001305,0,0,0,0,0,0,0,0,0,False
W-001306,0,0,0,0,0,0,0,0,0,False
W-001307,0,0,0,0,0,0,0,1,1,True
W-001308,1,0,0,0,0,0,0,1,2,True
W-001309,2,0,0,0,0,0,0,1,3,True
W-001310,1,0,0,0,0,0,0,0,1,True
W-001311,1,0,0,0,0,0,0,0,1,True
W-001312,0,0,0,0,0,0,0,1,1,True
W-001313,0,0,0,0,0,0,0,1,1,True
W-001314,0,0,0,0,0,0,0,0,0,False
W-001315,0,0,0,0,0,0,0,1,1,True
W-001316,0,0,0,0,0,0,0,1,1,True
W-001317,0,0,0,0,0,0,0,0,0,False
W-001318,0,0,0,0,0,0,0,0,0,False
W-001319,1,0,0,0,0,0,0,0,1,True
W-001320,0,0,0,0,0,0,0,0,0,False
W-001321,1,0,0,0,0,0,0,1,2,True
W-001322,0,0,0,0,0,0,0,1,1,True
W-001323,0,0,0,0,0,0,0,0,0,False
W-001324,0,0,0,0,0,0,0,0,0,False
W-001325,0,0,0,0,0,0,0,0,0,False
W-001326,0,0,0,0,0,0,0,0,0,False
W-001327,0,0,0,0,0,0,0,0,0,False
W-001328,0,0,0,0,0,0,0,1,1,True
W-001329,0,0,0,0,0,0,0,0,0,False
W-001330,0,0,0,0,0,0,0,0,0,False
W-001331,0,0,0,0,0,0,0,0,0,False
W-001332,0,0,0,0,0,0,0,1,1,True
W-001333,1,0,0,0,0,0,0,1,2,True
W-001334,1,0,0,0,0,0,0,0,1,True
W-001335,0,0,0,0,0,0,0,1,1,True
W-001336,0,0,0,0,0,0,0,0,0,False
W-001337,0,0,0,0,0,0,0,1,1,True
W-001338,0,0,0,0,0,0,0,1,1,True
W-001339,0,0,0,0,0,0,0,0,0,False
W-001340,0,0,0,0,0,0,0,1,1,True
W-001341,0,0,0,0,0,0,0,1,1,True
W-001342,1,0,0,0,0,0,0,1,2,True
W-001343,1,0,0,0,0,0,0,1,2,True
W-001344,1,0,0,0,0,0,0,0,1,True
W-001345,0,0,0,0,0,0,0,0,0,False
W-001346,0,0,0,0,0,0,0,0,0,False
W-001347,0,0,0,0,0,0,0,0,0,False
W-001348,0,0,0,0,0,0,0,1,1,True
W-001349,0,0,0,0,0,0,0,1,1,True
W-001350,0,0,0,0,0,0,0,1,1,True
W-001351,0,0,0,0,0,0,0,0,0,False
W-001352,0,0,0,0,0,0,0,1,1,True
W-001353,0,0,0,0,0,0,0,1,1,True
W-001354,0,0,0,0,0,0,0,1,1,True
W-001355,0,0,0,0,0,0,0,0,0,False
W-001356,0,0,0,0,0,0,0,0,0,False
W-001357,1,0,0,0,0,0,0,0,1,True
W-001358,0,0,0,0,0,0,0,1,1,True
W-001359,0,0,0,0,0,0,0,1,1,True
W-001360,0,0,0,0,0,0,0,1,1,True
W-001361,0,0,0,0,0,0,0,0,0,False
W-001362,1,0,0,0,0,0,0,1,2,True
W-001363,0,0,0,0,0,0,0,0,0,False
W-001364,0,0,0,0,0,0,0,0,0,False
W-001365,0,0,0,0,0,0,0,0,0,False
W-001366,0,0,0,0,0,0,0,0,0,False
W-001367,0,0,0,0,0,0,0,0,0,False
W-001368,0,0,0,0,0,0,0,0,0,False
W-001369,0,0,0,0,0,0,0,0,0,False
W-001370,0,0,0,0,0,0,0,1,1,True
W-001371,0,0,0,0,0,0,0,0,0,False
W-001372,0,0,0,0,0,0,0,0,0,False
W-001373,0,0,0,0,0,0,0,0,0,False
W-001374,0,0,0,0,0,0,0,0,0,False
W-001375,0,0,0,0,0,0,0,0,0,False
W-001376,0,0,0,0,0,0,0,0,0,False
W-001377,1,0,0,0,0,0,0,0,1,True
W-001378,0,0,0,0,0,0,0,0,0,False
W-001379,0,0,0,0,0,0,0,1,1,True
W-001380,0,0,0,0,0,0,0,1,1,True
W-001381,0,0,0,0,0,0,0,0,0,False
W-001382,0,0,0,0,0,0,0,0,0,False
W-001383,0,0,0,0,0,0,0,1,1,True
W-001384,0,0,0,0,0,0,0,0,0,False
W-001385,0,0,0,0,0,0,0,0,0,False
W-001386,0,0,0,0,0,0,0,0,0,False
W-001387,0,0,0,0,0,0,0,1,1,True
W-001388,0,0,0,0,0,0,0,0,0,False
W-001389,0,0,0,0,0,0,0,1,1,True
W-001390,0,0,0,0,0,0,0,1,1,True
W-001391,0,0,0,0,0,0,0,0,0,False
W-001392,0,0,0,0,0,0,0,1,1,True
W-001393,0,0,0,0,0,0,0,0,0,False
W-001394,1,0,0,0,0,0,0,1,2,True
W-001395,0,0,0,0,0,0,0,0,0,False
W-001396,0,0,0,0,0,0,0,0,0,False
W-001397,0,0,0,0,0,0,0,1,1,True
W-001398,1,0,0,0,0,0,0,1,2,True
W-001399,0,0,0,0,0,0,0,0,0,False
W-001400,0,0,0,0,0,0,0,0,0,False
W-001401,0,0,0,0,0,0,0,0,0,False
W-001402,0,0,0,0,0,0,0,1,1,True
W-001403,0,0,0,0,0,0,0,0,0,False
W-001404,0,0,0,0,0,0,0,0,0,False
W-001405,0,0,0,0,0,0,0,0,0,False
W-001406,0,0,0,0,0,0,0,1,1,True
W-001407,0,0,0,0,0,0,0,1,1,True
W-001408,1,0,0,0,0,0,0,1,2,True
W-001409,0,0,0,0,0,0,0,1,1,True
W-001410,0,0,0,0,0,0,0,0,0,False
W-001411,0,0,0,0,0,0,0,0,0,False
W-001412,0,0,0,0,0,0,0,1,1,True
W-001413,2,0,0,0,0,0,0,0,2,True
W-001414,1,0,0,0,0,0,0,0,1,True
W-001415,0,0,0,0,0,0,0,0,0,False
W-001416,0,0,0,0,0,0,0,0,0,False
W-001417,0,0,0,0,0,0,0,1,1,True
W-001418,0,0,0,0,0,0,0,0,0,False
W-001419,0,0,0,0,0,0,0,1,1,True
W-001420,0,0,0,0,0,0,0,0,0,False
W-001421,0,0,0,0,0,0,0,1,1,True
W-001422,1,0,0,0,0,0,0,1,2,True
W-001423,0,0,0,0,0,0,0,0,0,False
W-001424,0,0,0,0,0,0,0,1,1,True
W-001425,0,0,0,0,0,0,0,1,1,True
W-001426,0,0,0,0,0,0,0,0,0,False
W-001427,1,0,0,0,0,0,0,1,2,True
W-001428,0,0,0,0,0,0,0,0,0,False
W-001429,0,0,0,0,0,0,0,1,1,True
W-001430,0,0,0,0,0,0,0,0,0,False
W-001431,0,0,0,0,0,0,0,0,0,False
W-001432,0,0,0,0,0,0,0,1,1,True
W-001433,0,0,0,0,0,0,0,0,0,False
W-001434,0,0,0,0,0,0,0,0,0,False
W-001435,0,0,0,0,0,0,0,1,1,True
W-001436,0,0,0,0,0,0,0,0,0,False
W-001437,0,0,0,0,0,0,0,1,1,True
W-001438,1,0,0,0,0,0,0,0,1,True
W-001439,0,0,0,0,0,0,0,0,0,False
W-001440,0,0,0,0,0,0,0,0,0,False
W-001441,1,0,0,0,0,0,0,0,1,True
W-001442,0,0,0,0,0,0,0,0,0,False
W-001443,1,0,0,0,0,0,0,1,2,True
W-001444,1,0,0,0,0,0,0,1,2,True
W-001445,0,0,0,0,0,0,0,0,0,False
W-001446,0,0,0,0,0,0,0,0,0,False
W-001447,1,0,0,0,0,0,0,0,1,True
W-001448,0,0,0,0,0,0,0,1,1,True
W-001449,1,0,0,0,0,0,0,1,2,True
W-001450,1,0,0,0,0,0,0,0,1,True
W-001451,0,0,0,0,0,0,0,1,1,True
W-001452,0,0,0,0,0,0,0,0,0,False
W-001453,0,0,0,0,0,0,0,0,0,False
W-001454,1,0,0,0,0,0,0,1,2,True
W-001455,0,0,0,0,0,0,0,1,1,True
W-001456,0,0,0,0,0,0,0,1,1,True
W-001457,0,0,0,0,0,0,0,0,0,False
W-001458,0,0,0,0,0,0,0,0,0,False
W-001459,0,0,0,0,0,0,0,0,0,False
W-001460,1,0,0,0,0,0,0,0,1,True
W-001461,0,0,0,0,0,0,0,0,0,False
W-001462,0,0,0,0,0,0,0,1,1,True
W-001463,0,0,0,0,0,0,0,1,1,True
W-001464,0,0,0,0,0,0,0,1,1,True
W-001465,0,0,0,0,0,0,0,0,0,False
W-001466,0,0,0,0,0,0,0,0,0,False
W-001467,1,0,0,0,0,0,0,1,2,True
W-001468,0,0,0,0,0,0,0,0,0,False
W-001469,1,0,0,0,0,0,0,0,1,True
W-001470,1,0,0,0,0,0,0,1,2,True
W-001471,0,0,0,0,0,0,0,0,0,False
W-001472,0,0,0,0,0,0,0,1,1,True
W-001473,0,0,0,0,0,0,0,0,0,False
W-001474,0,0,0,0,0,0,0,0,0,False
W-001475,0,0,0,0,0,0,0,0,0,False
W-001476,0,0,0,0,0,0,0,0,0,False
W-001477,0,0,0,0,0,0,0,0,0,False
W-001478,0,0,0,0,0,0,0,0,0,False
W-001479,0,0,0,0,0,0,0,0,0,False
W-001480,0,0,0,0,0,0,0,1,1,True
W-001481,0,0,0,0,0,0,0,0,0,False
W-001482,0,0,0,0,0,0,0,0,0,False
W-001483,1,0,0,0,0,0,0,1,2,True
W-001484,1,0,0,0,0,0,0,0,1,True
W-001485,0,0,0,0,0,0,0,0,0,False
W-001486,1,0,0,0,0,0,0,1,2,True
W-001487,0,0,0,0,0,0,0,1,1,True
W-001488,0,0,0,0,0,0,0,0,0,False
W-001489,0,0,0,0,0,0,0,0,0,False
W-001490,0,0,0,0,0,0,0,1,1,True
W-001491,0,0,0,0,0,0,0,0,0,False
W-001492,0,0,0,0,0,0,0,0,0,False
W-001493,0,0,0,0,0,0,0,0,0,False
W-001494,0,0,0,0,0,0,0,1,1,True
W-001495,1,0,0,0,0,0,0,1,2,True
W-001496,1,0,0,0,0,0,0,0,1,True
W-001497,0,0,0,0,0,0,0,1,1,True
W-001498,1,0,0,0,0,0,0,1,2,True
W-001499,0,0,0,0,0,0,0,1,1,True
W-001500,1,0,0,0,0,0,0,1,2,True
W-001501,0,0,0,0,0,0,0,0,0,False
W-001502,0,0,0,0,0,0,0,0,0,False
W-001503,0,0,0,0,0,0,0,1,1,True
W-001504,0,0,0,0,0,0,0,0,0,False
W-001505,0,0,0,0,0,0,0,0,0,False
W-001506,0,0,0,0,0,0,0,0,0,False
W-001507,0,0,0,0,0,0,0,0,0,False
W-001508,0,0,0,0,0,0,0,0,0,False
W-001509,0,0,0,0,0,0,0,0,0,False
W-001510,0,0,0,0,0,0,0,0,0,False
W-001511,0,0,0,0,0,0,0,1,1,True
W-001512,0,0,0,0,0,0,0,0,0,False
W-001513,0,0,0,0,0,0,0,0,0,False
W-001514,0,0,0,0,0,0,0,1,1,True
W-001515,0,0,0,0,0,0,0,1,1,True
W-001516,0,0,0,0,0,0,0,1,1,True
W-001517,0,0,0,0,0,0,0,1,1,True
W-001518,0,0,0,0,0,0,0,0,0,False
W-001519,0,0,0,0,0,0,0,0,0,False
W-001520,1,0,0,0,0,0,0,0,1,True
W-001521,0,0,0,0,0,0,0,0,0,False
W-001522,0,0,0,0,0,0,0,1,1,True
W-001523,0,0,0,0,0,0,0,0,0,False
W-001524,1,0,0,0,0,0,0,1,2,True
W-001525,1,0,0,0,0,0,0,1,2,True
W-001526,0,0,0,0,0,0,0,0,0,False
W-001527,0,0,0,0,0,0,0,0,0,False
W-001528,0,0,0,0,0,0,0,0,0,False
W-001529,0,0,0,0,0,0,0,0,0,False
W-001530,0,0,0,0,0,0,0,0,0,False
W-001531,0,0,0,0,0,0,0,1,1,True
W-001532,2,0,0,0,0,0,0,0,2,True
W-001533,0,0,0,0,0,0,0,0,0,False
W-001534,0,0,0,0,0,0,0,0,0,False
W-001535,1,0,0,0,0,0,0,1,2,True
W-001536,0,0,0,0,0,0,0,1,1,True
W-001537,0,0,0,0,0,0,0,1,1,True
W-001538,0,0,0,0,0,0,0,1,1,True
W-001539,0,0,0,0,0,0,0,0,0,False
W-001540,0,0,0,0,0,0,0,1,1,True
W-001541,0,0,0,0,0,0,0,0,0,False
W-001542,0,0,0,0,0,0,0,1,1,True
W-001543,0,0,0,0,0,0,0,1,1,True
W-001544,1,0,0,0,0,0,0,0,1,True
W-001545,0,0,0,0,0,0,0,1,1,True
W-001546,0,0,0,0,0,0,0,0,0,False
W-001547,0,0,0,0,0,0,0,0,0,False
W-001548,0,0,0,0,0,0,0,0,0,False
W-001549,0,0,0,0,0,0,0,0,0,False
W-001550,1,0,0,0,0,0,0,0,1,True
W-001551,0,0,0,0,0,0,0,0,0,False
W-001552,0,0,0,0,0,0,0,1,1,True
W-001553,1,0,0,0,0,0,0,0,1,True
W-001554,0,0,0,0,0,0,0,0,0,False
W-001555,0,0,0,0,0,0,0,0,0,False
W-001556,0,0,0,0,0,0,0,0,0,False
W-001557,0,0,0,0,0,0,0,1,1,True
W-001558,0,0,0,0,0,0,0,0,0,False
W-001559,1,0,0,0,0,0,0,1,2,True
W-001560,0,0,0,0,0,0,0,1,1,True
W-001561,0,0,0,0,0,0,0,0,0,False
W-001562,0,0,0,0,0,0,0,0,0,False
W-001563,0,0,0,0,0,0,0,0,0,False
W-001564,0,0,0,0,0,0,0,0,0,False
W-001565,0,0,0,0,0,0,0,0,0,False
W-001566,0,0,0,0,0,0,0,0,0,False
W-001567,0,0,0,0,0,0,0,0,0,False
W-001568,0,0,0,0,0,0,0,1,1,True
W-001569,0,0,0,0,0,0,0,0,0,False
W-001570,0,0,0,0,0,0,0,1,1,True
W-001571,1,0,0,0,0,0,0,0,1,True
W-001572,0,0,0,0,0,0,0,1,1,True
W-001573,0,0,0,0,0,0,0,1,1,True
W-001574,0,0,0,0,0,0,0,0,0,False
W-001575,0,0,0,0,0,0,0,1,1,True
W-001576,0,0,0,0,0,0,0,0,0,False
W-001577,0,0,0,0,0,0,0,0,0,False
W-001578,0,0,0,0,0,0,0,0,0,False
W-001579,0,0,0,0,0,0,0,1,1,True
W-001580,1,0,0,0,0,0,0,1,2,True
W-001581,0,0,0,0,0,0,0,0,0,False
W-001582,0,0,0,0,0,0,0,0,0,False
W-001583,0,0,0,0,0,0,0,0,0,False
W-001584,0,0,0,0,0,0,0,0,0,False
W-001585,0,0,0,0,0,0,0,1,1,True
W-001586,0,0,0,0,0,0,0,1,1,True
W-001587,0,0,0,0,0,0,0,0,0,False
W-001588,0,0,0,0,0,0,0,1,1,True
W-001589,0,0,0,0,0,0,0,1,1,True
W-001590,0,0,0,0,0,0,0,0,0,False
W-001591,0,0,0,0,0,0,0,0,0,False
W-001592,0,0,0,0,0,0,0,0,0,False
W-001593,0,0,0,0,0,0,0,0,0,False
W-001594,0,0,0,0,0,0,0,0,0,False
W-001595,0,0,0,0,0,0,0,0,0,False
W-001596,0,0,0,0,0,0,0,1,1,True
W-001597,0,0,0,0,0,0,0,0,0,False
W-001598,0,0,0,0,0,0,0,1,1,True
W-001599,0,0,0,0,0,0,0,0,0,False
W-001600,0,0,0,0,0,0,0,0,0,False
W-001601,0,0,0,0,0,0,0,0,0,False
W-001602,0,0,0,0,0,0,0,0,0,False
W-001603,0,0,0,0,0,0,0,0,0,False
W-001604,0,0,0,0,0,0,0,1,1,True
W-001605,0,0,0,0,0,0,0,0,0,False
W-001606,0,0,0,0,0,0,0,0,0,False
W-001607,0,0,0,0,0,0,0,0,0,False
W-001608,0,0,0,0,0,0,0,0,0,False
W-001609,1,0,0,0,0,0,0,1,2,True
W-001610,0,0,0,0,0,0,0,0,0,False
W-001611,0,0,0,0,0,0,0,1,1,True
W-001612,0,0,0,0,0,0,0,1,1,True
W-001613,0,0,0,0,0,0,0,0,0,False
W-001614,0,0,0,0,0,0,0,1,1,True
W-001615,0,0,0,0,0,0,0,0,0,False
W-001616,1,0,0,0,0,0,0,1,2,True
W-001617,0,0,0,0,0,0,0,0,0,False
W-001618,0,0,0,0,0,0,0,0,0,False
W-001619,1,0,0,0,0,0,0,0,1,True
W-001620,1,0,0,0,0,0,0,0,1,True
W-001621,0,0,0,0,0,0,0,1,1,True
W-001622,0,0,0,0,0,0,0,1,1,True
W-001623,1,0,0,0,0,0,0,0,1,True
W-001624,0,0,0,0,0,0,0,1,1,True
W-001625,0,0,0,0,0,0,0,1,1,True
W-001626,0,0,0,0,0,0,0,0,0,False
W-001627,0,0,0,0,0,0,0,1,1,True
W-001628,0,0,0,0,0,0,0,0,0,False
W-001629,1,0,0,0,0,0,0,0,1,True
W-001630,2,0,0,0,0,0,0,1,3,True
W-001631,0,0,0,0,0,0,0,0,0,False
W-001632,0,0,0,0,0,0,0,0,0,False
W-001633,0,0,0,0,0,0,0,0,0,False
W-001634,0,0,0,0,0,0,0,0,0,False
W-001635,0,0,0,0,0,0,0,0,0,False
W-001636,0,0,0,0,0,0,0,1,1,True
W-001637,0,0,0,0,0,0,0,0,0,False
W-001638,1,0,0,0,0,0,0,0,1,True
W-001639,0,0,0,0,0,0,0,1,1,True
W-001640,0,0,0,0,0,0,0,0,0,False
W-001641,1,0,0,0,0,0,0,0,1,True
W-001642,0,0,0,0,0,0,0,1,1,True
W-001643,1,0,0,0,0,0,0,1,2,True
W-001644,0,0,0,0,0,0,0,0,0,False
W-001645,0,0,0,0,0,0,0,0,0,False
W-001646,0,0,0,0,0,0,0,0,0,False
W-001647,0,0,0,0,0,0,0,1,1,True
W-001648,1,0,0,0,0,0,0,1,2,True
W-001649,0,0,0,0,0,0,0,0,0,False
W-001650,1,0,0,0,0,0,0,0,1,True
W-001651,0,0,0,0,0,0,0,1,1,True
W-001652,1,0,0,0,0,0,0,1,2,True
W-001653,1,0,0,0,0,0,0,0,1,True
W-001654,0,0,0,0,0,0,0,1,1,True
W-001655,0,0,0,0,0,0,0,0,0,False
W-001656,0,0,0,0,0,0,0,1,1,True
W-001657,1,0,0,0,0,0,0,0,1,True
