work_id,rules_evaluated_count,rules_passed_count,rules_review_count,rules_non_compliant_count,rules_insufficient_data_count,rules_not_applicable_count,highest_compliance_evidence_severity,top_compliance_rule_id
W-000701,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000702,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000703,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000704,3,3,0,0,0,5,NONE,
W-000705,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000706,8,5,3,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000707,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000708,3,3,0,0,0,5,NONE,
W-000709,0,0,0,0,0,8,NONE,
W-000710,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000711,3,3,0,0,0,5,NONE,
W-000712,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000713,3,3,0,0,0,5,NONE,
W-000714,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000715,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000716,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000717,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000718,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000719,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000720,3,3,0,0,0,5,NONE,
W-000721,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000722,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000723,3,3,0,0,0,5,NONE,
W-000724,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000725,3,3,0,0,0,5,NONE,
W-000726,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000727,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000728,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000729,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000730,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000731,0,0,0,0,0,8,NONE,
W-000732,0,0,0,0,0,8,NONE,
W-000733,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000734,0,0,0,0,0,8,NONE,
W-000735,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000736,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000737,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000738,3,3,0,0,0,5,NONE,
W-000739,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000740,3,3,0,0,0,5,NONE,
W-000741,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000742,3,3,0,0,0,5,NONE,
W-000743,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000744,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000745,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000746,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000747,3,3,0,0,0,5,NONE,
W-000748,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000749,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000750,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000751,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000752,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000753,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000754,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000755,3,3,0,0,0,5,NONE,
W-000756,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000757,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000758,3,3,0,0,0,5,NONE,
W-000759,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000760,0,0,0,0,0,8,NONE,
W-000761,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000762,3,3,0,0,0,5,NONE,
W-000763,3,3,0,0,0,5,NONE,
W-000764,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000765,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000766,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000767,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000768,0,0,0,0,0,8,NONE,
W-000769,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000770,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000771,0,0,0,0,0,8,NONE,
W-000772,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000773,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000774,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000775,3,3,0,0,0,5,NONE,
W-000776,3,3,0,0,0,5,NONE,
W-000777,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000778,7,5,2,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000779,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000780,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000781,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000782,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000783,0,0,0,0,0,8,NONE,
W-000784,0,0,0,0,0,8,NONE,
W-000785,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000786,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000787,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000788,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000789,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-000790,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000791,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000792,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000793,3,3,0,0,0,5,NONE,
W-000794,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000795,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000796,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000797,3,3,0,0,0,5,NONE,
W-000798,3,3,0,0,0,5,NONE,
W-000799,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000800,3,3,0,0,0,5,NONE,
W-000801,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000802,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000803,3,3,0,0,0,5,NONE,
W-000804,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000805,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000806,0,0,0,0,0,8,NONE,
W-000807,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000808,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000809,3,3,0,0,0,5,NONE,
W-000810,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000811,3,3,0,0,0,5,NONE,
W-000812,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000813,3,3,0,0,0,5,NONE,
W-000814,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000815,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000816,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000817,0,0,0,0,0,8,NONE,
W-000818,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000819,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000820,3,3,0,0,0,5,NONE,
W-000821,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000822,0,0,0,0,0,8,NONE,
W-000823,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000824,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000825,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000826,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000827,3,3,0,0,0,5,NONE,
W-000828,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000829,8,5,3,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000830,0,0,0,0,0,8,NONE,
W-000831,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000832,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000833,3,3,0,0,0,5,NONE,
W-000834,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000835,0,0,0,0,0,8,NONE,
W-000836,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000837,3,3,0,0,0,5,NONE,
W-000838,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000839,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000840,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000841,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000842,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000843,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000844,3,3,0,0,0,5,NONE,
W-000845,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000846,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000847,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000848,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000849,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000850,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000851,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000852,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000853,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000854,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000855,0,0,0,0,0,8,NONE,
W-000856,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000857,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000858,3,3,0,0,0,5,NONE,
W-000859,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000860,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000861,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000862,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000863,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000864,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000865,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-000866,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000867,0,0,0,0,0,8,NONE,
W-000868,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000869,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000870,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000871,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000872,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000873,3,3,0,0,0,5,NONE,
W-000874,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000875,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000876,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000877,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000878,8,5,3,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000879,3,3,0,0,0,5,NONE,
W-000880,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000881,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000882,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000883,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000884,0,0,0,0,0,8,NONE,
W-000885,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000886,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000887,3,3,0,0,0,5,NONE,
W-000888,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000889,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000890,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000891,3,3,0,0,0,5,NONE,
W-000892,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000893,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000894,3,3,0,0,0,5,NONE,
W-000895,0,0,0,0,0,8,NONE,
W-000896,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000897,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000898,3,3,0,0,0,5,NONE,
W-000899,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000900,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000901,3,3,0,0,0,5,NONE,
W-000902,3,3,0,0,0,5,NONE,
W-000903,3,3,0,0,0,5,NONE,
W-000904,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000905,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000906,3,3,0,0,0,5,NONE,
W-000907,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000908,0,0,0,0,0,8,NONE,
W-000909,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000910,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000911,3,3,0,0,0,5,NONE,
W-000912,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000913,3,3,0,0,0,5,NONE,
W-000914,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000915,3,3,0,0,0,5,NONE,
W-000916,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000917,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000918,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000919,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000920,3,3,0,0,0,5,NONE,
W-000921,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000922,3,3,0,0,0,5,NONE,
W-000923,3,3,0,0,0,5,NONE,
W-000924,0,0,0,0,0,8,NONE,
W-000925,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000926,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000927,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000928,3,3,0,0,0,5,NONE,
W-000929,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000930,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000931,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000932,3,3,0,0,0,5,NONE,
W-000933,8,5,2,1,0,0,WARNING,MPLADS-4.5.8-ASSET-REGISTER
W-000934,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000935,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000936,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000937,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000938,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000939,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000940,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000941,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000942,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-000943,0,0,0,0,0,8,NONE,
W-000944,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000945,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000946,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000947,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000948,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000949,0,0,0,0,0,8,NONE,
W-000950,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000951,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-000952,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000953,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000954,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000955,3,3,0,0,0,5,NONE,
W-000956,0,0,0,0,0,8,NONE,
W-000957,0,0,0,0,0,8,NONE,
W-000958,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000959,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000960,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000961,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000962,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000963,0,0,0,0,0,8,NONE,
W-000964,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000965,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000966,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000967,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000968,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000969,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000970,7,5,2,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000971,0,0,0,0,0,8,NONE,
W-000972,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000973,3,3,0,0,0,5,NONE,
W-000974,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000975,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000976,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000977,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000978,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000979,3,3,0,0,0,5,NONE,
W-000980,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000981,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000982,3,3,0,0,0,5,NONE,
W-000983,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000984,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-000985,3,3,0,0,0,5,NONE,
W-000986,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000987,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-000988,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000989,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000990,8,5,3,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000991,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000992,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000993,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000994,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000995,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000996,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000997,7,2,5,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000998,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-000999,0,0,0,0,0,8,NONE,
W-001000,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001001,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001002,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001003,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001004,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001005,3,3,0,0,0,5,NONE,
W-001006,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001007,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001008,3,3,0,0,0,5,NONE,
W-001009,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001010,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001011,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001012,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001013,3,3,0,0,0,5,NONE,
W-001014,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001015,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001016,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001017,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001018,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001019,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-001020,0,0,0,0,0,8,NONE,
W-001021,3,3,0,0,0,5,NONE,
W-001022,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001023,3,2,1,0,0,5,WARNING,MPLADS-3.2.12-COMPLETION-LIMIT
W-001024,3,3,0,0,0,5,NONE,
W-001025,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001026,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001027,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001028,7,3,4,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001029,3,3,0,0,0,5,NONE,
W-001030,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001031,3,3,0,0,0,5,NONE,
W-001032,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-001033,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001034,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001035,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001036,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001037,3,2,1,0,0,5,WARNING,MPLADS-3.2.4-SANCTION-45D
W-001038,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001039,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001040,3,3,0,0,0,5,NONE,
W-001041,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001042,7,4,3,0,0,1,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001043,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001044,8,6,2,0,0,0,STRONG_WARNING,MPLADS-11.2-COMPLETION-UC
W-001045,3,3,0,0,0,5,NONE,
