payment_id,work_id,vendor_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,payment_mode,pfms_reference,authorized_by_agency_id,concurrence_authority,is_final_payment,source_type,synthetic_marker
P-W-001296-02,W-001296,VN-MH-005,2023-12-10,2023-12-14,2023-12-15,359000,Stage 2,INV-1296-02,689000,Released,PFMS/CNA Demo,DEMO-PFMS-69283661,IA-MH-001,Maharashtra Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001296-03,W-001296,VN-MH-005,2024-01-01,2023-12-31,2024-01-03,514000,Stage 3,INV-1296-03,1203000,Released,PFMS/CNA Demo,DEMO-PFMS-22823103,IA-MH-001,Maharashtra Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001297-01,W-001297,VN-OD-001,2025-01-17,2025-01-19,2025-01-22,442000,Stage 1,INV-1297-01,442000,Released,PFMS/CNA Demo,DEMO-PFMS-33475671,IA-OD-004,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001297-02,W-001297,VN-OD-001,2025-01-19,2025-01-28,2025-01-29,345000,Stage 2,INV-1297-02,787000,Released,PFMS/CNA Demo,DEMO-PFMS-41314724,IA-OD-004,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001297-03,W-001297,VN-OD-001,2025-08-08,2025-08-09,2025-08-10,438000,Stage 3,INV-1297-03,1225000,Released,PFMS/CNA Demo,DEMO-PFMS-19738635,IA-OD-004,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001297-04,W-001297,VN-OD-001,2025-09-11,2025-09-11,2025-09-13,545000,Stage 4,INV-1297-04,1770000,Released,PFMS/CNA Demo,DEMO-PFMS-62096124,IA-OD-004,Odisha Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001298-01,W-001298,VN-AP-009,2025-07-12,2025-07-18,2025-07-20,596000,Stage 1,INV-1298-01,596000,Released,PFMS/CNA Demo,DEMO-PFMS-19581116,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001298-02,W-001298,VN-AP-009,2025-08-22,2025-08-24,2025-08-24,507000,Stage 2,INV-1298-02,1103000,Released,PFMS/CNA Demo,DEMO-PFMS-71690867,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001298-03,W-001298,VN-AP-009,2025-10-12,2025-10-18,2025-10-18,337000,Stage 3,INV-1298-03,1440000,Released,PFMS/CNA Demo,DEMO-PFMS-72602488,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001298-04,W-001298,VN-AP-009,2025-10-24,2025-11-01,2025-11-02,413000,Stage 4,INV-1298-04,1853000,Released,PFMS/CNA Demo,DEMO-PFMS-74896516,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001299-01,W-001299,VN-OD-011,2026-07-04,2026-07-10,2026-07-11,494000,Stage 1,INV-1299-01,494000,Released,PFMS/CNA Demo,DEMO-PFMS-59150053,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001299-02,W-001299,VN-OD-011,2026-07-16,2026-07-18,2026-07-21,614000,Stage 2,INV-1299-02,1108000,Released,PFMS/CNA Demo,DEMO-PFMS-17267845,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001300-01,W-001300,VN-RJ-005,2024-11-06,2024-11-07,2024-11-08,1380000,Stage 1,INV-1300-01,1380000,Released,PFMS/CNA Demo,DEMO-PFMS-87894335,IA-RJ-004,Rajasthan Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001301-01,W-001301,VN-RJ-010,2024-05-11,2024-05-14,2024-05-16,916000,Stage 1,INV-1301-01,916000,Released,PFMS/CNA Demo,DEMO-PFMS-27959690,IA-RJ-003,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001301-02,W-001301,VN-RJ-010,2024-08-24,2024-08-31,2024-09-01,790000,Stage 2,INV-1301-02,1706000,Released,PFMS/CNA Demo,DEMO-PFMS-86699648,IA-RJ-003,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001301-03,W-001301,VN-RJ-010,2025-01-09,2025-01-11,2025-01-12,368000,Stage 3,INV-1301-03,2074000,Released,PFMS/CNA Demo,DEMO-PFMS-22168338,IA-RJ-003,Rajasthan Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001303-01,W-001303,VN-OD-009,2025-11-22,2025-11-23,2025-11-25,406000,Stage 1,INV-1303-01,406000,Released,PFMS/CNA Demo,DEMO-PFMS-65210807,IA-OD-001,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001303-02,W-001303,VN-OD-009,2025-11-25,2025-12-02,2025-12-03,752000,Stage 2,INV-1303-02,1158000,Released,PFMS/CNA Demo,DEMO-PFMS-57311131,IA-OD-001,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001303-03,W-001303,VN-OD-009,2026-02-25,2026-02-26,2026-03-01,781000,Stage 3,INV-1303-03,1939000,Released,PFMS/CNA Demo,DEMO-PFMS-40376753,IA-OD-001,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001303-04,W-001303,VN-OD-009,2026-07-31,2026-08-06,2026-08-07,880000,Stage 4,INV-1303-04,2819000,Released,PFMS/CNA Demo,DEMO-PFMS-38521116,IA-OD-001,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001303-05,W-001303,VN-OD-009,2026-08-06,2026-08-14,2026-08-15,387000,Stage 5,INV-1303-05,3206000,Released,PFMS/CNA Demo,DEMO-PFMS-30018547,IA-OD-001,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001304-01,W-001304,VN-MH-010,2024-08-20,2024-08-28,2024-08-28,721000,Stage 1,INV-1304-01,721000,Released,PFMS/CNA Demo,DEMO-PFMS-49655239,IA-MH-001,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001304-02,W-001304,VN-MH-010,2025-03-05,2025-03-04,2025-03-06,620000,Stage 2,INV-1304-02,1341000,Released,PFMS/CNA Demo,DEMO-PFMS-25553335,IA-MH-001,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001304-03,W-001304,VN-MH-010,2025-06-14,2025-06-15,2025-06-18,598000,Stage 3,INV-1304-03,1939000,Released,PFMS/CNA Demo,DEMO-PFMS-20908998,IA-MH-001,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001307-01,W-001307,VN-OD-006,2025-09-19,2025-09-21,2025-09-22,1509000,Stage 1,INV-1307-01,1509000,Released,PFMS/CNA Demo,DEMO-PFMS-86993411,IA-OD-004,Odisha Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001308-01,W-001308,VN-AP-007,2024-12-17,2024-12-16,2024-12-18,1533000,Stage 1,INV-1308-01,1533000,Released,PFMS/CNA Demo,DEMO-PFMS-15135692,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001308-02,W-001308,VN-AP-007,2024-12-19,2024-12-21,2024-12-24,914000,Stage 2,INV-1308-02,2447000,Released,PFMS/CNA Demo,DEMO-PFMS-17773396,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001308-03,W-001308,VN-AP-007,2025-07-20,2025-07-26,2025-07-29,1218000,Stage 3,INV-1308-03,3665000,Released,PFMS/CNA Demo,DEMO-PFMS-73105411,IA-AP-003,Andhra Pradesh Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001309-01,W-001309,VN-RJ-007,2024-12-05,2024-12-04,2024-12-06,311000,Stage 1,INV-1309-01,311000,Released,PFMS/CNA Demo,DEMO-PFMS-70073141,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001309-02,W-001309,VN-RJ-007,2024-12-15,2024-12-16,2024-12-17,239000,Stage 2,INV-1309-02,550000,Released,PFMS/CNA Demo,DEMO-PFMS-38897211,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001309-03,W-001309,VN-RJ-007,2025-04-08,2025-04-12,2025-04-14,330000,Stage 3,INV-1309-03,880000,Released,PFMS/CNA Demo,DEMO-PFMS-48073891,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001309-04,W-001309,VN-RJ-007,2025-06-20,2025-06-29,2025-06-29,360000,Stage 4,INV-1309-04,1240000,Released,PFMS/CNA Demo,DEMO-PFMS-87201626,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001309-05,W-001309,VN-RJ-007,2025-07-17,2025-07-15,2025-07-18,313000,Stage 5,INV-1309-05,1553000,Released,PFMS/CNA Demo,DEMO-PFMS-12566737,IA-RJ-001,Rajasthan Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001310-01,W-001310,VN-AP-012,2025-12-04,2025-12-10,2025-12-12,582000,Stage 1,INV-1310-01,582000,Released,PFMS/CNA Demo,DEMO-PFMS-59882000,IA-AP-001,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001310-02,W-001310,VN-AP-012,2026-01-22,2026-01-28,2026-01-28,463000,Stage 2,INV-1310-02,1045000,Released,PFMS/CNA Demo,DEMO-PFMS-44974284,IA-AP-001,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001310-03,W-001310,VN-AP-012,2026-02-22,2026-02-22,2026-02-23,297000,Stage 3,INV-1310-03,1342000,Released,PFMS/CNA Demo,DEMO-PFMS-68600800,IA-AP-001,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001310-04,W-001310,VN-AP-012,2026-06-07,2026-06-15,2026-06-16,478000,Stage 4,INV-1310-04,1820000,Released,PFMS/CNA Demo,DEMO-PFMS-25903789,IA-AP-001,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001310-05,W-001310,VN-AP-012,2026-07-10,2026-07-09,2026-07-11,317000,Stage 5,INV-1310-05,2137000,Released,PFMS/CNA Demo,DEMO-PFMS-69869914,IA-AP-001,Andhra Pradesh Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001311-01,W-001311,VN-MH-004,2025-06-20,2025-06-29,2025-06-29,346000,Stage 1,INV-1311-01,346000,Released,PFMS/CNA Demo,DEMO-PFMS-69016812,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001311-02,W-001311,VN-MH-004,2025-09-15,2025-09-24,2025-09-24,167000,Stage 2,INV-1311-02,513000,Released,PFMS/CNA Demo,DEMO-PFMS-44796076,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001311-03,W-001311,VN-MH-004,2025-09-21,2025-09-26,2025-09-28,391000,Stage 3,INV-1311-03,904000,Released,PFMS/CNA Demo,DEMO-PFMS-27883720,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001311-04,W-001311,VN-MH-004,2025-12-15,2025-12-21,2025-12-24,350000,Stage 4,INV-1311-04,1254000,Released,PFMS/CNA Demo,DEMO-PFMS-26462617,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001311-05,W-001311,VN-MH-004,2026-05-19,2026-05-21,2026-05-24,433000,Stage 5,INV-1311-05,1687000,Released,PFMS/CNA Demo,DEMO-PFMS-85029180,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001311-06,W-001311,VN-MH-004,2026-06-23,2026-06-22,2026-06-25,396000,Stage 6,INV-1311-06,2083000,Released,PFMS/CNA Demo,DEMO-PFMS-24292054,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001312-01,W-001312,VN-MH-004,2025-04-25,2025-04-30,2025-04-30,291000,Stage 1,INV-1312-01,291000,Released,PFMS/CNA Demo,DEMO-PFMS-69200671,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001312-02,W-001312,VN-MH-004,2025-10-30,2025-10-30,2025-11-01,187000,Stage 2,INV-1312-02,478000,Released,PFMS/CNA Demo,DEMO-PFMS-91213893,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001312-03,W-001312,VN-MH-004,2025-11-09,2025-11-15,2025-11-15,400000,Stage 3,INV-1312-03,878000,Released,PFMS/CNA Demo,DEMO-PFMS-28330925,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001312-04,W-001312,VN-MH-004,2026-03-24,2026-03-26,2026-03-26,387000,Stage 4,INV-1312-04,1265000,Released,PFMS/CNA Demo,DEMO-PFMS-69947354,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001312-05,W-001312,VN-MH-004,2026-05-05,2026-05-06,2026-05-08,294000,Stage 5,INV-1312-05,1559000,Released,PFMS/CNA Demo,DEMO-PFMS-25110753,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001313-01,W-001313,VN-RJ-008,2025-03-31,2025-04-03,2025-04-06,1231000,Stage 1,INV-1313-01,1231000,Released,PFMS/CNA Demo,DEMO-PFMS-26981533,IA-RJ-006,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001313-02,W-001313,VN-RJ-008,2025-06-10,2025-06-11,2025-06-14,650000,Stage 2,INV-1313-02,1881000,Released,PFMS/CNA Demo,DEMO-PFMS-99577847,IA-RJ-006,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001313-03,W-001313,VN-RJ-008,2025-07-31,2025-08-01,2025-08-02,516000,Stage 3,INV-1313-03,2397000,Released,PFMS/CNA Demo,DEMO-PFMS-66720660,IA-RJ-006,Rajasthan Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001315-01,W-001315,VN-MH-001,2026-05-19,2026-05-23,2026-05-25,931000,Stage 1,INV-1315-01,931000,Released,PFMS/CNA Demo,DEMO-PFMS-77795406,IA-MH-002,Maharashtra Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001316-01,W-001316,VN-KA-007,2026-03-19,2026-03-25,2026-03-25,436000,Stage 1,INV-1316-01,436000,Released,PFMS/CNA Demo,DEMO-PFMS-29862990,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001316-02,W-001316,VN-KA-007,2026-04-20,2026-04-21,2026-04-21,177000,Stage 2,INV-1316-02,613000,Released,PFMS/CNA Demo,DEMO-PFMS-45769078,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001316-03,W-001316,VN-KA-007,2026-06-06,2026-06-06,2026-06-07,178000,Stage 3,INV-1316-03,791000,Released,PFMS/CNA Demo,DEMO-PFMS-65812614,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001316-04,W-001316,VN-KA-007,2026-06-14,2026-06-20,2026-06-21,172000,Stage 4,INV-1316-04,963000,Released,PFMS/CNA Demo,DEMO-PFMS-79336469,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001316-05,W-001316,VN-KA-007,2026-07-20,2026-07-21,2026-07-23,274000,Stage 5,INV-1316-05,1237000,Released,PFMS/CNA Demo,DEMO-PFMS-58394271,IA-KA-004,Karnataka Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001317-01,W-001317,VN-RJ-006,2026-04-23,2026-04-25,2026-04-28,735000,Stage 1,INV-1317-01,735000,Released,PFMS/CNA Demo,DEMO-PFMS-66458395,IA-RJ-001,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001317-02,W-001317,VN-RJ-006,2026-06-28,2026-07-08,2026-07-08,768000,Stage 2,INV-1317-02,1503000,Released,PFMS/CNA Demo,DEMO-PFMS-14368970,IA-RJ-001,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001317-03,W-001317,VN-RJ-006,2026-07-05,2026-07-06,2026-07-08,346000,Stage 3,INV-1317-03,1849000,Released,PFMS/CNA Demo,DEMO-PFMS-45005589,IA-RJ-001,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001317-04,W-001317,VN-RJ-006,2026-07-21,2026-07-24,2026-07-27,495000,Stage 4,INV-1317-04,2344000,Released,PFMS/CNA Demo,DEMO-PFMS-22897527,IA-RJ-001,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-01,W-001318,VN-RJ-005,2025-04-18,2025-04-25,2025-04-26,86000,Stage 1,INV-1318-01,86000,Released,PFMS/CNA Demo,DEMO-PFMS-95460362,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-02,W-001318,VN-RJ-005,2025-06-15,2025-06-18,2025-06-18,56000,Stage 2,INV-1318-02,142000,Released,PFMS/CNA Demo,DEMO-PFMS-89770048,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-03,W-001318,VN-RJ-005,2025-08-12,2025-08-15,2025-08-15,73000,Stage 3,INV-1318-03,215000,Released,PFMS/CNA Demo,DEMO-PFMS-78931327,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-04,W-001318,VN-RJ-005,2025-11-04,2025-11-10,2025-11-10,45000,Stage 4,INV-1318-04,260000,Released,PFMS/CNA Demo,DEMO-PFMS-41091444,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-05,W-001318,VN-RJ-005,2026-01-18,2026-01-24,2026-01-24,113000,Stage 5,INV-1318-05,373000,Released,PFMS/CNA Demo,DEMO-PFMS-18237171,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001318-06,W-001318,VN-RJ-005,2026-03-03,2026-03-06,2026-03-06,115000,Stage 6,INV-1318-06,488000,Released,PFMS/CNA Demo,DEMO-PFMS-86286171,IA-RJ-003,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001319-01,W-001319,VN-AP-006,2026-07-19,2026-07-18,2026-07-21,987000,Stage 1,INV-1319-01,987000,Released,PFMS/CNA Demo,DEMO-PFMS-77675887,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001319-02,W-001319,VN-AP-006,2026-07-23,2026-07-23,2026-07-26,945000,Stage 2,INV-1319-02,1932000,Released,PFMS/CNA Demo,DEMO-PFMS-81882151,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001319-03,W-001319,VN-AP-006,2026-07-21,2026-07-28,2026-07-31,543000,Stage 3,INV-1319-03,2475000,Released,PFMS/CNA Demo,DEMO-PFMS-53416638,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001320-01,W-001320,VN-OD-001,2026-03-04,2026-03-04,2026-03-05,368000,Stage 1,INV-1320-01,368000,Released,PFMS/CNA Demo,DEMO-PFMS-82588420,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001320-02,W-001320,VN-OD-001,2026-04-11,2026-04-12,2026-04-14,338000,Stage 2,INV-1320-02,706000,Released,PFMS/CNA Demo,DEMO-PFMS-63609741,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001320-03,W-001320,VN-OD-001,2026-04-13,2026-04-20,2026-04-21,318000,Stage 3,INV-1320-03,1024000,Released,PFMS/CNA Demo,DEMO-PFMS-16759137,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001320-04,W-001320,VN-OD-001,2026-05-01,2026-05-03,2026-05-06,326000,Stage 4,INV-1320-04,1350000,Released,PFMS/CNA Demo,DEMO-PFMS-33850582,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001320-05,W-001320,VN-OD-001,2026-06-23,2026-06-30,2026-06-30,350000,Stage 5,INV-1320-05,1700000,Released,PFMS/CNA Demo,DEMO-PFMS-17620171,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001321-01,W-001321,VN-MH-001,2024-05-31,2024-06-03,2024-06-04,238000,Stage 1,INV-1321-01,238000,Released,PFMS/CNA Demo,DEMO-PFMS-59356669,IA-MH-004,Maharashtra Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001321-02,W-001321,VN-MH-001,2024-06-15,2024-06-18,2024-06-19,190000,Stage 2,INV-1321-02,428000,Released,PFMS/CNA Demo,DEMO-PFMS-95488748,IA-MH-004,Maharashtra Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001321-03,W-001321,VN-MH-001,2024-08-12,2024-08-10,2024-08-13,463000,Stage 3,INV-1321-03,891000,Released,PFMS/CNA Demo,DEMO-PFMS-12382948,IA-MH-004,Maharashtra Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001321-04,W-001321,VN-MH-001,2024-11-17,2024-11-17,2024-11-20,520000,Stage 4,INV-1321-04,1411000,Released,PFMS/CNA Demo,DEMO-PFMS-29793868,IA-MH-004,Maharashtra Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001321-05,W-001321,VN-MH-001,2024-11-13,2024-11-18,2024-11-21,266000,Stage 5,INV-1321-05,1677000,Released,PFMS/CNA Demo,DEMO-PFMS-39182085,IA-MH-004,Maharashtra Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001322-01,W-001322,VN-RJ-006,2024-05-21,2024-05-31,2024-05-31,1416000,Stage 1,INV-1322-01,1416000,Released,PFMS/CNA Demo,DEMO-PFMS-28377322,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001322-02,W-001322,VN-RJ-006,2024-11-18,2024-11-20,2024-11-21,2006000,Stage 2,INV-1322-02,3422000,Released,PFMS/CNA Demo,DEMO-PFMS-81199851,IA-RJ-006,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001323-01,W-001323,VN-TS-012,2024-09-07,2024-09-15,2024-09-16,1007000,Stage 1,INV-1323-01,1007000,Released,PFMS/CNA Demo,DEMO-PFMS-79212684,IA-TS-001,Telangana Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001323-02,W-001323,VN-TS-012,2025-04-04,2025-04-11,2025-04-13,501000,Stage 2,INV-1323-02,1508000,Released,PFMS/CNA Demo,DEMO-PFMS-47983503,IA-TS-001,Telangana Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001323-03,W-001323,VN-TS-012,2025-05-25,2025-06-04,2025-06-04,784000,Stage 3,INV-1323-03,2292000,Released,PFMS/CNA Demo,DEMO-PFMS-41634098,IA-TS-001,Telangana Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001324-01,W-001324,VN-MH-008,2025-02-09,2025-02-12,2025-02-13,289000,Stage 1,INV-1324-01,289000,Released,PFMS/CNA Demo,DEMO-PFMS-60254654,IA-MH-005,Maharashtra Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001324-02,W-001324,VN-MH-008,2025-07-16,2025-07-26,2025-07-26,403000,Stage 2,INV-1324-02,692000,Released,PFMS/CNA Demo,DEMO-PFMS-59333009,IA-MH-005,Maharashtra Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001324-03,W-001324,VN-MH-008,2025-08-07,2025-08-07,2025-08-08,523000,Stage 3,INV-1324-03,1215000,Released,PFMS/CNA Demo,DEMO-PFMS-10526761,IA-MH-005,Maharashtra Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001324-04,W-001324,VN-MH-008,2025-09-12,2025-09-21,2025-09-22,488000,Stage 4,INV-1324-04,1703000,Released,PFMS/CNA Demo,DEMO-PFMS-89863960,IA-MH-005,Maharashtra Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001325-01,W-001325,VN-RJ-005,2023-11-14,2023-11-23,2023-11-24,145000,Stage 1,INV-1325-01,145000,Released,PFMS/CNA Demo,DEMO-PFMS-83368608,IA-RJ-005,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001325-02,W-001325,VN-RJ-005,2023-12-11,2023-12-13,2023-12-15,98000,Stage 2,INV-1325-02,243000,Released,PFMS/CNA Demo,DEMO-PFMS-11223249,IA-RJ-005,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001325-03,W-001325,VN-RJ-005,2024-04-09,2024-04-12,2024-04-14,142000,Stage 3,INV-1325-03,385000,Released,PFMS/CNA Demo,DEMO-PFMS-98193021,IA-RJ-005,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001325-04,W-001325,VN-RJ-005,2024-04-28,2024-05-03,2024-05-05,145000,Stage 4,INV-1325-04,530000,Released,PFMS/CNA Demo,DEMO-PFMS-61302680,IA-RJ-005,Rajasthan Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-001325-05,W-001325,VN-RJ-005,2024-07-13,2024-07-14,2024-07-15,122000,Stage 5,INV-1325-05,652000,Released,PFMS/CNA Demo,DEMO-PFMS-47286362,IA-RJ-005,Rajasthan Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-001326-01,W-001326,VN-MH-001,2025-05-13,2025-05-14,2025-05-14,91000,Stage 1,INV-1326-01,91000,Released,PFMS/CNA Demo,DEMO-PFMS-30814637,IA-MH-004,Maharashtra Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
